,OBJECTID_left,SchoolId,EfClass,Tract_left,YearBuilt,NumStories,Cost,Area,Latitude,Longitude,HUSBT,SO,Name,Address,City,Zipcode,Statea,Contact,PhoneNumber,NumStudents,BackupPower,ShelterCapacity,District,Kitchen,geometry,index_right,CensusBlock,OBJECTID_right,SURFACEROUGHNESS,SRIndex,wbID,sbtName,charDescription,CaseID,nWindChar,TerrainID,Tract_ID_Gen,OBJECTID,Tract_right,f1000yr,f1000yr_L,f1000yr_U,f1000yr_IpV,f1000yr_IpV_dmg1,f1000yr_IpV_dmg2,f1000yr_IpV_dmg3,f1000yr_IpV_dmg4,f1000yr_IpV_dmg5,f1000yr_IpV_dmg6,f1000yr_IpV_dmg7,f1000yr_IpV_dmg8
207,769,HI000704,EFS1,15003009703,1980.0,2,2722.8,9076.0,21.43869,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg D,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
208,770,HI000705,EFS1,15003009703,1980.0,2,2722.8,9076.0,21.43869,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg E,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
209,771,HI000707,EFS1,15003009703,1985.0,2,2527.2,8424.0,21.43869,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg H,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
210,772,HI000708,EFS1,15003009703,1983.0,2,2604.6,8682.0,21.43869,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg J,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
211,2182,HI001286,EFS1,15003009702,1980.0,2,2722800.0,9076.0,21.438689,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg D,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
212,2183,HI001287,EFS1,15003009702,1980.0,2,2722800.0,9076.0,21.438689,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg E,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
213,2185,HI001289,EFS1,15003009702,1985.0,2,2527200.0,8424.0,21.438689,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg H,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
214,2186,HI001290,EFS1,15003009702,1983.0,2,2604600.0,8682.0,21.438689,-158.17436999999998,MERBL,EDU1,Leihoku Elementary - Bldg J,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003009703,225,15003009703,147.5,150,155,,1.0,1.0,0.9941600000000002,-6.500000000000001e-05,0.34917750000000003,0.2633960000000001,237.245,9.110300000000002
215,501,HI000703,EFS1,15003009703,1987.0,1,1177.4,6728.0,21.43869,-158.17436999999998,WSF1,EDU1,Leihoku Elementary - Bldg C,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,3,15003009703,225,15003009703,147.5,150,155,,0.9944700000000001,0.87291,0.49060000000000004,0.13072000000000003,0.4255150000000001,0.24707050000000003,310.38535,12.707120000000002
216,502,HI000706,EFS1,15003009703,1980.0,1,277.375,1585.0,21.43869,-158.17436999999998,WSF1,EDU1,Leihoku Elementary - Bldg G,86-285 Leihoku St,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.17437 21.43869),13481,150030097031002,13343,0.31,0.31,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,3,15003009703,225,15003009703,147.5,150,155,,0.9944700000000001,0.87291,0.49060000000000004,0.13072000000000003,0.4255150000000001,0.24707050000000003,310.38535,12.707120000000002
217,2181,HI001285,EFS1,15003009702,1987.0,1,1177400.0,6728.0,21.438689,-158.17436999999998,WSF1,EDU1,Leihoku Elementary - Bldg C,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,3,15003009703,225,15003009703,147.5,150,155,,0.9944700000000001,0.87291,0.49060000000000004,0.13072000000000003,0.4255150000000001,0.24707050000000003,310.38535,12.707120000000002
218,2184,HI001288,EFS1,15003009702,1980.0,1,277375.0,1585.0,21.438689,-158.17436999999998,WSF1,EDU1,Leihoku Elementary - Bldg G,86-285 LEIHOKU ST,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.17437 21.438689),13481,150030097031002,13343,0.31,0.31,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,3,15003009703,225,15003009703,147.5,150,155,,0.9944700000000001,0.87291,0.49060000000000004,0.13072000000000003,0.4255150000000001,0.24707050000000003,310.38535,12.707120000000002
219,792,HI000774,EFS1,15003008614,1973.0,2,5388.0,17960.0,21.35831,-158.08331,MERBL,EDU1,Mauka Lani Elementary - Bldg A,92-1300 Panana St,Kapolei,96707.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.08331 21.35831),14348,150030086145000,14085,0.394,0.39,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003008614,183,15003008614,149.30000305,150,155,,1.0,0.9977026008601,0.9296200243999999,0.0,0.2475456631068698,0.17037973876244983,174.89228591950987,6.888597734484095
220,2252,HI001356,EFS1,15003008603,1973.0,2,5388000.0,17960.0,21.358313,-158.08331299999998,MERBL,EDU1,Mauka Lani Elem - Bldg A,92-1300 PANANA ST,KAPOLEI,96707.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.083313 21.358313),14348,150030086145000,14085,0.394,0.39,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003008614,183,15003008614,149.30000305,150,155,,1.0,0.9977026008601,0.9296200243999999,0.0,0.2475456631068698,0.17037973876244983,174.89228591950987,6.888597734484095
221,517,HI000775,EFS1,15003008614,1973.0,1,1379.35,7882.0,21.35831,-158.08331,WSF1,EDU1,Mauka Lani Elementary - Bldg B,92-1300 Panana St,Kapolei,96707.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.08331 21.35831),14348,150030086145000,14085,0.394,0.39,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003008614,183,15003008614,149.30000305,150,155,,0.9783554069478999,0.7378680563029997,0.2877534757558997,0.047919232769199856,0.28337671394290975,0.12874071698917983,230.02602836574584,8.400618798249493
222,518,HI000776,EFS1,15003008614,1993.0,1,142.1,812.0,21.35831,-158.08331,WSF1,EDU1,Mauka Lani Elementary - Bldg P11,92-1300 Panana St,Kapolei,96707.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.08331 21.35831),14348,150030086145000,14085,0.394,0.39,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003008614,183,15003008614,149.30000305,150,155,,0.9783554069478999,0.7378680563029997,0.2877534757558997,0.047919232769199856,0.28337671394290975,0.12874071698917983,230.02602836574584,8.400618798249493
223,2253,HI001357,EFS1,15003008603,1973.0,1,1379350.0,7882.0,21.358313,-158.08331299999998,WSF1,EDU1,Mauka Lani Elem - Bldg B,92-1300 PANANA ST,KAPOLEI,96707.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.083313 21.358313),14348,150030086145000,14085,0.394,0.39,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003008614,183,15003008614,149.30000305,150,155,,0.9783554069478999,0.7378680563029997,0.2877534757558997,0.047919232769199856,0.28337671394290975,0.12874071698917983,230.02602836574584,8.400618798249493
224,2254,HI001358,EFS1,15003008603,1993.0,1,142100.0,812.0,21.358313,-158.08331299999998,WSF1,EDU1,Mauka Lani Elem - Bldg P11,92-1300 PANANA ST,KAPOLEI,96707.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.083313 21.358313),14348,150030086145000,14085,0.394,0.39,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003008614,183,15003008614,149.30000305,150,155,,0.9783554069478999,0.7378680563029997,0.2877534757558997,0.047919232769199856,0.28337671394290975,0.12874071698917983,230.02602836574584,8.400618798249493
225,810,HI000801,EFS1,15003008928,nan,1,3111.9,10373.0,21.47583,-157.98893,MERBL,EDU1,Mililani Middle - Bldg C,95-230 Kailiula Pl,Mililani,96789.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-157.98893 21.47583),9499,150030089281008,9398,0.514,0.51,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003008928,208,15003008928,146.6000061,145,150,,0.9994288010248,0.99280000915,0.8779573027362001,0.0,0.22364714062668,0.15495448363574,158.30652042958,6.2130400791714
226,2279,HI001383,EFS1,15003008916,1800.0,1,3111900.0,10373.0,21.475829,-157.988926,MERBL,EDU1,Mililani Middle - Bldg C,95-230 KAILIULA PL,MILILANI,96789.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.988926 21.475829),9499,150030089281008,9398,0.514,0.51,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003008928,208,15003008928,146.6000061,145,150,,0.9994288010248,0.99280000915,0.8779573027362001,0.0,0.22364714062668,0.15495448363574,158.30652042958,6.2130400791714
227,811,HI000841,EFS1,15003940002,1980.0,1,2970.6,9902.0,21.38614,-158.13638,MERBL,EDU1,Nanakuli Elementary - Bldg B,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13638 21.38614),11619,150039400023016,11476,0.462,0.46,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
228,812,HI000842,EFS1,15003940002,1978.0,2,5358.3,17861.0,21.38614,-158.13638,MERBL,EDU1,Nanakuli Elementary - Bldg C,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13638 21.38614),11619,150039400023016,11476,0.462,0.46,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
229,2319,HI001423,EFS1,15003009601,1980.0,1,2970600.0,9902.0,21.386135999999997,-158.136377,MERBL,EDU1,Nanakuli Elementary - Bldg B,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.136377 21.386136),11619,150039400023016,11476,0.462,0.46,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
230,2320,HI001424,EFS1,15003009601,1978.0,2,5358300.0,17861.0,21.386135999999997,-158.136377,MERBL,EDU1,Nanakuli Elementary - Bldg C,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.136377 21.386136),11619,150039400023016,11476,0.462,0.46,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
231,813,HI000843,EFS1,15003940002,1971.0,1,6465.3,21551.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg B,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
232,814,HI000844,EFS1,15003940002,1979.0,1,6269.7,20899.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg C,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
233,815,HI000845,EFS1,15003940002,1995.0,1,3342.9,11143.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg D,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
234,816,HI000846,EFS1,15003940002,1972.0,1,7327.2,24424.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg E,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
235,817,HI000847,EFS1,15003940002,1979.0,2,7117.2,23724.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg J,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
236,818,HI000848,EFS1,15003940002,1973.0,1,5067.0,16890.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg Q,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
237,819,HI000849,EFS1,15003940002,1971.0,1,2207.7,7359.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg R,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
238,820,HI000850,EFS1,15003940002,1973.0,1,1498.8,4996.0,21.38825,-158.13276000000002,MERBL,EDU1,Nanakuli High & Intermediate - Bldg U,89-778 Haleakala Ave,Waianae,96792.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.13276 21.38825),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
239,2321,HI001425,EFS1,15003009601,1971.0,1,6465300.0,21551.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg B,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
240,2322,HI001426,EFS1,15003009601,1979.0,1,6269700.0,20899.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg C,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
241,2323,HI001427,EFS1,15003009601,1995.0,1,3342900.0,11143.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg D,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
242,2324,HI001428,EFS1,15003009601,1972.0,1,7327200.0,24424.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg E,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
243,2325,HI001429,EFS1,15003009601,1979.0,2,7117200.0,23724.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg J,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
244,2326,HI001430,EFS1,15003009601,1973.0,1,5067000.0,16890.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg Q,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
245,2327,HI001431,EFS1,15003009601,1971.0,1,2207700.0,7359.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg R,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
246,2328,HI001432,EFS1,15003009601,1973.0,1,1498800.0,4996.0,21.388249,-158.13275900000002,MERBL,EDU1,Nanakuli High & Interm - Bldg U,89-778 HALEAKALA AVE,WAIANAE,96792.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-158.132759 21.388249),14069,150039400023008,13920,0.478,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940002,265,15003940002,148.69999695,150,155,,1.0,0.9975333991399,0.9248199756000002,0.0,0.23906553689313015,0.16275426123755016,169.7933140804901,6.665418265515904
247,1911,HI001015,EFS1,15003010306,1977.0,1,2201400.0,7338.0,21.435032,-157.830373,MERBL,EDU1,Ahuimanu Elementary - Bldg C,47-470 HUI AEKO PL,KANEOHE,96744.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.830373 21.435032),16164,150030103061006,16087,0.432,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003010306,237,15003010306,153.19999695,155,160,,1.0,0.9990615995791,0.9682107881233002,0.0,0.30593752243681016,0.22292880629384015,210.18945773073008,8.346321277502405
248,1912,HI001016,EFS1,15003010306,1977.0,1,1511100.0,5037.0,21.435032,-157.830373,MERBL,EDU1,Ahuimanu Elementary - Bldg D,47-470 HUI AEKO PL,KANEOHE,96744.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.830373 21.435032),16164,150030103061006,16087,0.432,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003010306,237,15003010306,153.19999695,155,160,,1.0,0.9990615995791,0.9682107881233002,0.0,0.30593752243681016,0.22292880629384015,210.18945773073008,8.346321277502405
249,1913,HI001017,EFS1,15003010306,1973.0,2,4893600.0,16312.0,21.435032,-157.830373,MERBL,EDU1,Ahuimanu Elementary - Bldg E,47-470 HUI AEKO PL,KANEOHE,96744.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.830373 21.435032),16164,150030103061006,16087,0.432,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003010306,237,15003010306,153.19999695,155,160,,1.0,0.9990615995791,0.9682107881233002,0.0,0.30593752243681016,0.22292880629384015,210.18945773073008,8.346321277502405
250,1910,HI001014,EFS1,15003010306,1976.0,1,1115975.0,6377.0,21.435032,-157.830373,WSF1,EDU1,Ahuimanu Elementary - Bldg A,47-470 HUI AEKO PL,KANEOHE,96744.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.830373 21.435032),16164,150030103061006,16087,0.432,0.43,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003010306,237,15003010306,153.19999695,155,160,,0.9893923966999,0.8179871574647002,0.3802079167655004,0.08452155825160017,0.3492261807592403,0.17120491482096023,269.5357084555442,10.48625503954471
251,1914,HI001018,EFS1,15003007504,1965.0,2,2742300.0,9141.0,21.375683,-157.927729,MERBL,EDU1,Aiea Elementary - Bldg A,99-350 MOANALUA RD,AIEA,96701.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.927729 21.375683),13959,150030075041002,13810,0.48,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003007504,148,15003007504,145.6000061,145,150,,0.9992608010248001,0.9913000091499999,0.8611153027362001,0.0,0.21370834062668,0.14780108363574002,151.67872042958,5.9377660791714
252,1915,HI001019,EFS1,15003007504,1965.0,2,2791800.0,9306.0,21.375683,-157.927729,MERBL,EDU1,Aiea Elementary - Bldg B,99-350 MOANALUA RD,AIEA,96701.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.927729 21.375683),13959,150030075041002,13810,0.48,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003007504,148,15003007504,145.6000061,145,150,,0.9992608010248001,0.9913000091499999,0.8611153027362001,0.0,0.21370834062668,0.14780108363574002,151.67872042958,5.9377660791714
253,1916,HI001020,EFS1,15003007504,1967.0,2,2791800.0,9306.0,21.375683,-157.927729,MERBL,EDU1,Aiea Elementary - Bldg C,99-350 MOANALUA RD,AIEA,96701.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.927729 21.375683),13959,150030075041002,13810,0.48,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003007504,148,15003007504,145.6000061,145,150,,0.9992608010248001,0.9913000091499999,0.8611153027362001,0.0,0.21370834062668,0.14780108363574002,151.67872042958,5.9377660791714
254,1917,HI001021,EFS1,15003007504,1951.0,1,898500.0,2995.0,21.375683,-157.927729,MERBL,EDU1,Aiea Elementary - Bldg E,99-350 MOANALUA RD,AIEA,96701.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.927729 21.375683),13959,150030075041002,13810,0.48,0.48,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003007504,148,15003007504,145.6000061,145,150,,0.9992608010248001,0.9913000091499999,0.8611153027362001,0.0,0.21370834062668,0.14780108363574002,151.67872042958,5.9377660791714
255,1918,HI001022,EFS1,15003007702,1961.0,2,3816600.0,12722.0,21.384888,-157.930037,MERBL,EDU1,Aiea High - Bldg A,98-1276 ULUNE ST,AIEA,96701.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.930037 21.384888),17331,150030077023011,17302,0.49,0.49,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003007702,152,15003007702,150.6000061,150,155,,1.0,0.9980692017202,0.9400200488000001,0.0,0.26591912621374,0.18690147752490002,185.93997183902,7.3721494689682
