,OBJECTID_left,SchoolId,EfClass,Tract_left,YearBuilt,NumStories,Cost,Area,Latitude,Longitude,HUSBT,SO,Name,Address,City,Zipcode,Statea,Contact,PhoneNumber,NumStudents,BackupPower,ShelterCapacity,District,Kitchen,geometry,index_right,CensusBlock,OBJECTID_right,SURFACEROUGHNESS,SRIndex,wbID,sbtName,charDescription,CaseID,nWindChar,TerrainID,Tract_ID_Gen,OBJECTID,Tract_right,f50yr,f50yr_L,f50yr_U,f50yr_IpV,f50yr_IpV_dmg1,f50yr_IpV_dmg2,f50yr_IpV_dmg3,f50yr_IpV_dmg4,f50yr_IpV_dmg5,f50yr_IpV_dmg6,f50yr_IpV_dmg7,f50yr_IpV_dmg8
0,64,HI000347,EFS1,15003940001,1965.0,2,3596.1,11987.0,21.328110000000002,-157.6952,MERBL,EDU1,Blanche Pope El - Bldg A,41-133 Huli St ,Waimanalo,96795.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-157.6952 21.32811),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
1,65,HI000348,EFS1,15003940001,1969.0,2,3402.0,11340.0,21.328110000000002,-157.6952,MERBL,EDU1,Blanche Pope El - Bldg B,41-133 Huli St ,Waimanalo,96795.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-157.6952 21.32811),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
2,66,HI000349,EFS1,15003940001,1975.0,2,4614.9,15383.0,21.328110000000002,-157.6952,MERBL,EDU1,Blanche Pope Elementary - Bldg C,41-133 Huli St ,Waimanalo,96795.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-157.6952 21.32811),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
3,2484,HI001588,EFS1,15003011302,1965.0,2,3596100.0,11987.0,21.328112,-157.695197,MERBL,EDU1,Blanche Pope Elementary - Bldg A,41-133 HULI ST WAIM,WAIMANALO,96795.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.695197 21.328112),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
4,2486,HI001590,EFS1,15003011302,1969.0,2,3402000.0,11340.0,21.328112,-157.695197,MERBL,EDU1,Blanche Pope Elementary - Bldg B,41-133 HULI ST WAIM,WAIMANALO,96795.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.695197 21.328112),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
5,2488,HI001592,EFS1,15003011302,1975.0,2,4614900.0,15383.0,21.328112,-157.695197,MERBL,EDU1,Blanche Pope Elementary - Bldg C,41-133 HULI ST WAIM,WAIMANALO,96795.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.695197 21.328112),9939,150039400011046,9886,0.431,0.43,1437,MERBL,rcburwalowshtnowiddArd100,3,5,4,15003940001,264,15003940001,110.40000153,110,115,,0.3857460571301999,0.12163124288283993,0.004926406220979989,0.0,0.005983554662823957,0.001964196088758638,3.900802566715338,0.2373359433494037
6,430,HI000350,EFS1,15003940001,1965.0,1,1081.675,6181.0,21.328110000000002,-157.6952,WSF1,EDU1,Blanche Pope Elementary - Bldg D,41-133 Huli St ,Waimanalo,96795.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-157.6952 21.32811),9939,150039400011046,9886,0.431,0.43,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003940001,264,15003940001,110.40000153,110,115,,0.3101024367291799,0.03928081086605998,8.000015299999973e-05,0.0,0.019208754326181392,0.0012173072843092592,5.391382835395995,0.6819260969101998
7,2490,HI001594,EFS1,15003011302,1965.0,1,1081675.0,6181.0,21.328112,-157.695197,WSF1,EDU1,Blanche Pope Elementary - Bldg D,41-133 HULI ST WAIM,WAIMANALO,96795.0,HI,nan,nan,0.0,0.0,0.0,nan,0.0,POINT (-157.695197 21.328112),9939,150039400011046,9886,0.431,0.43,1,WSF1,rsgabswrnorda6dstrapgdnodshtno                                                                      ,1,6,4,15003940001,264,15003940001,110.40000153,110,115,,0.3101024367291799,0.03928081086605998,8.000015299999973e-05,0.0,0.019208754326181392,0.0012173072843092592,5.391382835395995,0.6819260969101998
8,69,HI000394,EFS1,15003008617,1990.0,1,2890.2,9634.0,21.3345,-158.03468999999998,MERBL,EDU1,Ewa Elementary - Bldg L,91-1280 Renton Rd,Ewa Beach,96706.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.03469 21.3345),15438,150030084111001,15232,0.29,0.29,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003008411,174,15003008411,110.0,110,115,,0.69265,0.42583000000000004,0.06624,0.0,0.0177134,0.00936342,12.3644,0.511429
9,70,HI000395,EFS1,15003008617,1994.0,2,2890.2,9634.0,21.3445,-158.03468999999998,MERBL,EDU1,Ewa Elementary - Bldg M,91-1280 Renton Rd,Ewa Beach,96706.0,HI,nan,nan,nan,nan,nan,nan,nan,POINT (-158.03469 21.3445),12196,150030086171004,11924,0.291,0.29,1437,MERBL,rcburwalowshtnowiddArd100,3,5,3,15003008617,184,15003008617,110.40000153,110,115,,0.7050084472708799,0.4439804694252799,0.07603203745439993,0.0,0.01931151811277839,0.010486446695560673,13.565020592356191,0.5493300249708658
