OBJECTID,SchoolId,EfClass,Tract,YearBuilt,NumStories,Cost,Area,Latitude,Longitude,HUSBT,SO,Name,Address,City,Zipcode,Statea,Contact,PhoneNumber,NumStudents,BackupPower,ShelterCapacity,District,Kitchen
64,HI000347,EFS1,15003940001,1965,2,3596.1,11987,21.32811,-157.6952,MERBL,EDU1,Blanche Pope El - Bldg A,41-133 Huli St ,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,HI000348,EFS1,15003940001,1969,2,3402,11340,21.32811,-157.6952,MERBL,EDU1,Blanche Pope El - Bldg B,41-133 Huli St ,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,HI000349,EFS1,15003940001,1975,2,4614.9,15383,21.32811,-157.6952,MERBL,EDU1,Blanche Pope Elementary - Bldg C,41-133 Huli St ,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,HI000394,EFS1,15003008617,1990,1,2890.2,9634,21.3345,-158.03469,MERBL,EDU1,Ewa Elementary - Bldg L,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,HI000395,EFS1,15003008617,1994,2,2890.2,9634,21.3445,-158.03469,MERBL,EDU1,Ewa Elementary - Bldg M,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,HI000410,EFS1,15003010507,1960,1,4022.4,13408,21.41825,-157.80859,MERBL,EDU1,Heeia Elementary - Bldg B,46-202 Haiku Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,HI000411,EFS1,15003010507,1961,1,4022.4,13408,21.41825,-157.80859,MERBL,EDU1,Heeia Elementary - Bldg C,46-202 Haiku Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,HI000412,EFS1,15003010507,1971,1,1411.5,4705,21.41825,-157.80859,MERBL,EDU1,Heeia Elementary - Bldg F,46-202 Haiku Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,HI000426,EFS1,15003007302,1950,1,2334,7780,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg C,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,HI000427,EFS1,15003007302,1950,1,621,2070,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg E,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,HI000420,EFS1,15003007302,1950,1,1224.3,4081,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg F,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,HI000422,EFS1,15003007302,1950,1,1426.8,4756,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg H,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,HI000423,EFS1,15003007302,1950,1,775.8,2586,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg I,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,HI000424,EFS1,15003007302,1965,2,3396,11320,21.34249,-157.96369,MERBL,EDU1,Hickam Elementary - Bldg K,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,HI000471,EFS1,15003001804,1973,1,1429.2,4764,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg N,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,HI000472,EFS1,15003001804,1973,1,1429.2,4764,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg O,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,HI000473,EFS1,15003001804,1973,1,3014.4,10048,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg Q,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,HI000475,EFS1,15003003501,1967,1,2384.4,7948,21.30211,-157.84376,MERBL,EDU1,Kaahumanu Elementary - Bldg C,1141 Kinau St,Honolulu,96814,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,HI000559,EFS1,15003000112,1971,3,6309,21030,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg A,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,HI000561,EFS1,15003000112,1972,3,3753.9,12513,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg C,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,HI000562,EFS1,15003000112,1972,3,1662.3,5541,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg E,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,HI000563,EFS1,15003000112,1973,2,3260.7,10869,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg G,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,HI000564,EFS1,15003000112,1973,3,21647.1,72157,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg H,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,HI000565,EFS1,15003000112,1974,2,3560.7,11869,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg K,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,HI000566,EFS1,15003000112,1974,1,6623.7,22079,21.28478,-157.696,MERBL,EDU1,Kaiser High - Bldg L,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,HI000625,EFS1,15003000111,1971,2,5438.4,18128,21.29427,-157.68493,MERBL,EDU1,Kamiloiki Elementary - Bldg C ,7788 Hawaii Kai Dr,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,HI000642,EFS1,15003011500,1993,2,3065.7,10219,21.33389,-158.06433,MERBL,EDU1,Kapolei Elementary - Bldg D,91-1119 Kamaaha Lp,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,HI000643,EFS1,15003011500,1993,2,2793.6,9312,21.33389,-158.06433,MERBL,EDU1,Kapolei Elementary - Bldg E,91-1119 Kamaaha Lp,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,HI000644,EFS1,15003011500,1993,2,2699.7,8999,21.33389,-158.06433,MERBL,EDU1,Kapolei Elementary - Bldg F,91-1119 Kamaaha Lp,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,HI000648,EFS1,15003010308,1962,1,2224.2,7414,21.4079,-157.804,MERBL,EDU1,Kapunahala Elementary - Bldg A,45-800 Anoi Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,HI000649,EFS1,15003010308,1962,2,3883.8,12946,21.4079,-157.804,MERBL,EDU1,Kapunahala Elementary - Bldg B,45-800 Anoi Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,HI000650,EFS1,15003010308,1963,2,3883.8,12946,21.4079,-157.804,MERBL,EDU1,Kapunahala Elementary - Bldg C,45-800 Anoi Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,HI000748,EFS1,15003008622,1969,1,1620,5400,21.34431,-158.08478,MERBL,EDU1,Makakilo Elementary - Bldg A,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,HI000749,EFS1,15003008622,1969,1,1080,3600,21.34431,-158.08478,MERBL,EDU1,Makakilo Elementary - Bldg B,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,HI000750,EFS1,15003008622,1969,1,1080,3600,21.34431,-158.08478,MERBL,EDU1,Makakilo Elementary - Bldg C,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,HI000751,EFS1,15003008622,1971,1,1080,3600,21.34431,-158.08478,MERBL,EDU1,Makakilo Elementary - Bldg F,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,HI000752,EFS1,15003008622,1971,1,1408.8,4696,21.34431,-158.08478,MERBL,EDU1,Makakilo Elementary - Bldg H,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,HI000981,EFS1,15003009904,1993,2,2812.5,9375,21.57549,-158.12164,MERBL,EDU1,Waialua Elementary - Bldg D,67-20 Waialua Beach Rd,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,HI000982,EFS1,15003009904,1972,1,2562.3,8541,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg C,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,HI000984,EFS1,15003009904,1965,1,1316.1,4387,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg L,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,HI000985,EFS1,15003009904,1978,2,3767.7,12559,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg S,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,HI000986,EFS1,15003009904,1980,2,8297.1,27657,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg T,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,HI000987,EFS1,15003009904,1985,1,1998.3,6661,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg U,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,HI000988,EFS1,15003009904,1993,1,1831.2,6104,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg V,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,HI000989,EFS1,15003009904,1971,1,2217.6,7392,21.56583,-158.12646,MERBL,EDU1,Waialua High & Intermediate - Bldg W,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,HI001004,EFS1,15003011300,1950,1,993.9,3313,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg C,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,HI001005,EFS1,15003011300,1952,1,1187.7,3959,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg D,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,HI001006,EFS1,15003011300,1955,1,1511.1,5037,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg N,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,HI001007,EFS1,15003011300,1961,1,1336.8,4456,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg O,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,HI001008,EFS1,15003011300,1962,1,3460.5,11535,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg Q,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,HI001011,EFS1,15003011300,1972,1,539.7,1799,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg T,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,HI001012,EFS1,15003011300,1972,1,1416.6,4722,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg U,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,HI001013,EFS1,15003011300,1972,1,986.4,3288,21.34553,-157.71525,MERBL,EDU1,Waimanalo Elem & Inter - Bldg V,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,HI000350,EFS1,15003940001,1965,1,1081.675,6181,21.32811,-157.6952,WSF1,EDU1,Blanche Pope Elementary - Bldg D,41-133 Huli St ,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,HI000392,EFS1,15003008617,1967,2,1654.625,9455,21.3445,-158.03469,WSF2,EDU1,Ewa Elementary - Bldg J,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,HI000393,EFS1,15003008617,1979,1,1119.125,6395,21.3445,-158.03469,WSF1,EDU1,Ewa Elementary - Bldg K,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,HI000413,EFS1,15003010507,1994,1,142.1,812,21.41825,-157.80859,WSF1,EDU1,Heeia Elementary - Bldg P1,46-202 Haiku Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,HI000414,EFS1,15003010507,1996,1,142.1,812,21.41825,-157.80859,WSF1,EDU1,Heeia Elementary - Bldg P2,46-202 Haiku Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,HI000421,EFS1,15003007302,1950,1,956.55,5466,21.34249,-157.96369,WSF1,EDU1,Hickam Elementary - Bldg G,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,HI000425,EFS1,15003007302,1994,1,142.1,812,21.34249,-157.96369,WSF1,EDU1,Hickam Elementary - Bldg P8,Manzelman St,Hickam AFB ,96853,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,HI000474,EFS1,15003001804,1975,2,3161.2,18064,21.27326,-157.81828,WSF2,EDU1,Jefferson Elementary - Bldg R,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,HI000560,EFS1,15003000112,1971,1,1262.975,7217,21.28478,-157.696,WSF1,EDU1,Kaiser High - Bldg B,511 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,HI000604,EFS1,15003008925,1994,1,142.1,812,21.39122,-158.02813,WSF1,EDU1,Kaleiopuu Elementary - Bldg P7,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,HI000626,EFS1,15003000111,1975,1,1171.275,6693,21.29427,-157.68493,WSF1,EDU1,Kamiloiki Elementary - Bldg E,7788 Hawaii Kai Dr,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,HI000645,EFS1,15003011500,2000,1,2560.075,14629,21.32859,-158.06851,WSF1,EDU1,Kapolei High - Bldg B,91-5007 Kapolei Pkwy,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,HI000646,EFS1,15003011500,2000,1,1155.7,6604,21.32859,-158.06851,WSF1,EDU1,Kapolei High - Bldg D,91-5007 Kapolei Pkwy,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,HI000647,EFS1,15003011500,2000,1,6746.075,38549,21.32859,-158.06851,WSF1,EDU1,Kapolei High - Bldg G,91-5007 Kapolei Pkwy,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,HI000651,EFS1,15003010308,1962,1,1365.525,7803,21.4079,-157.804,WSF1,EDU1,Kapunahala Elementary - Bldg D,45-800 Anoi Rd,Kaneohe,96744,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,HI000689,EFS1,15003000114,1967,1,189.175,1081,21.27465,-157.70448,WSF1,EDU1,Koko Head Elementary - Bldg P3,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,HI000690,EFS1,15003000114,1967,1,156.8,896,21.27465,-157.70448,WSF1,EDU1,Koko Head Elementary - Bldg P4,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,HI000691,EFS1,15003000114,1967,1,156.8,896,21.27465,-157.70448,WSF1,EDU1,Koko Head Elementary - Bldg P5,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,HI000692,EFS1,15003000114,1967,1,156.8,896,21.27465,-157.70448,WSF1,EDU1,Koko Head Elementary - Bldg P6,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,HI000701,EFS1,15003011400,1967,2,1895.425,10831,21.3887,-157.97117,WSF2,EDU1,Lehua Elementary - Bldg D,781 Lehua Ave,Pearl City,96782,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,HI000702,EFS1,15003011400,1965,1,1281,7320,21.3887,-157.97117,WSF1,EDU1,Lehua Elementary - Bldg E,781 Lehua Ave,Pearl City,96782,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,HI000703,EFS1,15003009703,1987,1,1177.4,6728,21.43869,-158.17437,WSF1,EDU1,Leihoku Elementary - Bldg C,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,HI000706,EFS1,15003009703,1980,1,277.375,1585,21.43869,-158.17437,WSF1,EDU1,Leihoku Elementary - Bldg G,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,HI000753,EFS1,15003008622,1969,1,1078.7,6164,21.34431,-158.08478,WSF1,EDU1,Makakilo Elementary - Bldg K,92-675 Anipeahi St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,HI000775,EFS1,15003008614,1973,1,1379.35,7882,21.35831,-158.08331,WSF1,EDU1,Mauka Lani Elementary - Bldg B,92-1300 Panana St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,HI000776,EFS1,15003008614,1993,1,142.1,812,21.35831,-158.08331,WSF1,EDU1,Mauka Lani Elementary - Bldg P11,92-1300 Panana St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,HI000796,EFS1,15003008929,1997,1,142.1,812,21.47097,-158.0009,WSF1,EDU1,Mililani Mauka Elementary - Bldg TB1,95-1111 Makaikai St ,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,HI000797,EFS1,15003008929,1998,1,142.1,812,21.47097,-158.0009,WSF1,EDU1,Mililani Mauka Elementary - Bldg TB3,95-1111 Makaikai St ,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,HI000798,EFS1,15003008929,1998,1,142.1,812,21.47097,-158.0009,WSF1,EDU1,Mililani Mauka Elementary - Bldg TB4,95-1111 Makaikai St ,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,HI000799,EFS1,15003008929,2001,1,142.1,812,21.47097,-158.0009,WSF1,EDU1,Mililani Mauka Elementary - Bldg TB5,95-1111 Makaikai St ,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,HI000800,EFS1,15003008929,2001,1,142.1,812,21.47097,-158.0009,WSF1,EDU1,Mililani Mauka Elementary - Bldg TB6,95-1111 Makaikai St ,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,HI000389,EFS1,15003008617,1954,1,1290,4300,21.3445,-158.03469,MERBL,EDU1,Ewa Elementary - Bldg C,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,HI000390,EFS1,15003008617,1957,1,1473,4910,21.3445,-158.03469,MERBL,EDU1,Ewa Elementary - Bldg D,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,HI000391,EFS1,15003008617,1965,2,2817.6,9392,21.3445,-158.03469,MERBL,EDU1,Ewa Elementary - Bldg I,91-1280 Renton Rd,Ewa Beach,96706,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632,HI000980,EFS1,15003009904,1966,2,2677.675,15301,21.57549,-158.12164,WSF2,EDU1,Waialua Elementary - Bldg A,67-20 Waialua Beach Rd,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
633,HI000983,EFS1,15003009904,1955,1,1896.125,10835,21.56583,-158.12646,WSF1,EDU1,Waialua High & Intermediate - Bldg F,67-595A Kahui St,Waialua,96791,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,HI001009,EFS1,15003011300,1975,1,778.75,4450,21.34553,-157.71525,WSF1,EDU1,Waimanalo Elem & Inter - Bldg R,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,HI001010,EFS1,15003011300,1976,1,1455.475,8317,21.34553,-157.71525,WSF1,EDU1,Waimanalo Elem & Inter - Bldg S,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,HI000468,EFS1,15003001804,1951,1,1900.8,6336,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg C,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,HI000469,EFS1,15003001804,1973,1,2437.2,8124,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg L,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,HI000470,EFS1,15003001804,1973,1,1429.2,4764,21.27326,-157.81828,MERBL,EDU1,Jefferson Elementary - Bldg M,324 Kapahulu Ave,Honolulu,96815,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
724,HI000599,EFS1,15003008925,1989,2,2511.6,8372,21.39122,-158.02813,MERBL,EDU1,Kaleiopuu Elementary - Bldg D,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,HI000600,EFS1,15003008925,1989,2,2553.3,8511,21.39122,-158.02813,MERBL,EDU1,Kaleiopuu Elementary - Bldg E,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
726,HI000601,EFS1,15003008925,1989,2,2524.8,8416,21.39122,-158.02813,MERBL,EDU1,Kaleiopuu Elementary - Bldg F,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
727,HI000602,EFS1,15003008925,1990,2,2652.9,8843,21.39122,-158.02813,MERBL,EDU1,Kaleiopuu Elementary - Bldg G,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
728,HI000603,EFS1,15003008925,1993,2,3120,10400,21.39122,-158.02813,MERBL,EDU1,Kaleiopuu Elementary - Bldg H,94-665 Kaaholo St,Waipahu,96797,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
745,HI000624,EFS1,15003000111,1973,2,5274,17580,21.29427,-157.68493,MERBL,EDU1,Kamiloiki Elementary - Bldg A ,7788 Hawaii Kai Dr,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
754,HI000681,EFS1,15003000114,1954,1,1417.5,4725,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg A,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
755,HI000682,EFS1,15003000114,1954,1,1584,5280,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg B,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
756,HI000683,EFS1,15003000114,1954,1,1584,5280,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg C,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
757,HI000684,EFS1,15003000114,1955,1,1417.5,4725,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg D,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,HI000685,EFS1,15003000114,1955,1,1584,5280,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg E,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
759,HI000686,EFS1,15003000114,1962,1,1485,4950,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg F,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
760,HI000687,EFS1,15003000114,1969,1,1191.9,3973,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg J,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,HI000688,EFS1,15003000114,1976,1,1516.8,5056,21.27465,-157.70448,MERBL,EDU1,Koko Head Elementary - Bldg K,189 Lunalilo Home Rd,Honolulu,96825,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
767,HI000699,EFS1,15003011400,1965,2,3425.1,11417,21.3887,-157.97117,MERBL,EDU1,Lehua Elementary - Bldg A,781 Lehua Ave,Pearl City,96782,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
768,HI000700,EFS1,15003011400,1965,2,3425.1,11417,21.3887,-157.97117,MERBL,EDU1,Lehua Elementary - Bldg B,781 Lehua Ave,Pearl City,96782,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
769,HI000704,EFS1,15003009703,1980,2,2722.8,9076,21.43869,-158.17437,MERBL,EDU1,Leihoku Elementary - Bldg D,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
770,HI000705,EFS1,15003009703,1980,2,2722.8,9076,21.43869,-158.17437,MERBL,EDU1,Leihoku Elementary - Bldg E,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
771,HI000707,EFS1,15003009703,1985,2,2527.2,8424,21.43869,-158.17437,MERBL,EDU1,Leihoku Elementary - Bldg H,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
772,HI000708,EFS1,15003009703,1983,2,2604.6,8682,21.43869,-158.17437,MERBL,EDU1,Leihoku Elementary - Bldg J,86-285 Leihoku St,Waianae,96792,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
792,HI000774,EFS1,15003008614,1973,2,5388,17960,21.35831,-158.08331,MERBL,EDU1,Mauka Lani Elementary - Bldg A,92-1300 Panana St,Kapolei,96707,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,HI000801,EFS1,15003008928,NULL,1,3111.9,10373,21.47583,-157.98893,MERBL,EDU1,Mililani Middle - Bldg C,95-230 Kailiula Pl,Mililani,96789,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL
