Name,Address,City,Zipcode,Statea,Building_Cost,Content_Cost,Building_Area,HUSBT,YearBuilt,NumStories,SchoolId,EfClass,Tract,Y,X,Occupancy
Mililani High - Bldg K,95-1200 MEHEULA PKWY,MILILANI,96789,HI,3766200,3766200,12554,MERBL,1975,2,HI001374,EFS1,15003008907,21.45336,-158.009964,EDU1
Kaiser High - Bldg C,511 LUNALILO HOME RD,HONOLULU,96825,HI,3753900,3753900,12513,MERBL,1972,3,HI001799,EFS1,15003000105,21.284778,-157.695995,EDU1
Aliamanu Intermediate - Bldg B,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3747000,3747000,12490,MERBL,1959,2,HI001548,EFS1,15003007000,21.342814,-157.915655,EDU1
Solomon Elementary - Bldg E,1701 *WILIKINA DR,SCHOFIELD BARRACKS,96857,HI,3713400,3713400,12378,MERBL,1976,2,HI001567,EFS1,15003009501,21.491057,-158.0725,EDU1
Aliiolani Elementary - Bldg A,1240 7TH AVE,HONOLULU,96816,HI,3686400,3686400,12288,MERBL,1963,2,HI001054,EFS1,15003001201,21.286636,-157.804762,EDU1
King Intermediate - Bldg E,46-155 KAM HWY,KANEOHE,96744,HI,3682200,3682200,12274,MERBL,1968,3,HI001851,EFS1,15003010505,21.428225,-157.806712,EDU1
Royal Elementary - Bldg A,1519 QUEEN EMMA ST,HONOLULU,96813,HI,3656100,3656100,12187,MERBL,1967,2,HI001555,EFS1,15003004100,21.31175,-157.85378,EDU1
Ilima Intermediate - Bldg I,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3635400,3635400,12118,MERBL,1980,1,HI001133,EFS1,15003008302,21.317162,-158.010902,EDU1
Puohala Elementary - Bldg B,45-235 KULAULI ST,KANEOHE,96744,HI,3624000,3624000,12080,MERBL,1967,2,HI001500,EFS1,15003010601,21.409752,-157.791013,EDU1
Kalaheo High - Bldg K,730 ILIAINA ST,KAILUA,96734,HI,3610425,3610425,20631,WSF2,1966,2,HI001225,EFS1,15003010901,21.407988,-157.757733,EDU1
Wheeler Elementary - Bldg A,1 WILIKINA DR,WAHIAWA,96786,HI,3608100,3608100,12027,MERBL,1966,2,HI001885,EFS1,15003009000,21.487798,-158.03806,EDU1
Pearl Harbor Kai Elem - Bldg B,99-659 KAM HWY,HONOLULU,96818,HI,3607200,3607200,12024,MERBL,1960,2,HI001485,EFS1,15003007400,21.34907,-157.938152,EDU1
Waipahu High - Bldg Q,94-1211 FARRINGTON HWY,WAIPAHU,96797,HI,3604500,3604500,12015,MERBL,1988,2,HI001706,EFS1,15003008701,21.387585,-157.993974,EDU1
Kalakaua Middle - Bldg E,821 KALIHI ST,HONOLULU,96817,HI,3600000,3600000,12000,MERBL,1965,2,HI001228,EFS1,15003005800,21.328319,-157.876619,EDU1
Blanche Pope Elementary - Bldg A,41-133 HULI ST WAIM,WAIMANALO,96795,HI,3596100,3596100,11987,MERBL,1965,2,HI001588,EFS1,15003011302,21.328112,-157.695197,EDU1
Pohakea Elementary - Bldg A,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3590700,3590700,11969,MERBL,1965,2,HI001495,EFS1,15003008302,21.313723,-158.009911,EDU1
Jarrett Intermediate - Bldg E,3360 KALUA RD,HONOLULU,96816,HI,3573900,3573900,11913,MERBL,1960,1,HI001139,EFS1,15003001100,21.29712,-157.797237,EDU1
Royal Elementary - Bldg B,1519 QUEEN EMMA ST,HONOLULU,96813,HI,3561300,3561300,11871,MERBL,1965,2,HI001556,EFS1,15003004100,21.31175,-157.85378,EDU1
Kaiser High - Bldg K,511 LUNALILO HOME RD,HONOLULU,96825,HI,3560700,3560700,11869,MERBL,1974,2,HI001207,EFS1,15003000105,21.284778,-157.695995,EDU1
Kalaheo High - Bldg D,730 ILIAINA ST,KAILUA,96734,HI,3543600,3543600,11812,MERBL,1968,2,HI001219,EFS1,15003010901,21.407988,-157.757733,EDU1
Puohala Elementary - Bldg A,45-235 KULAULI ST,KANEOHE,96744,HI,3537900,3537900,11793,MERBL,1967,2,HI001499,EFS1,15003010601,21.409752,-157.791013,EDU1
Lanakila Elementary - Bldg C,717 N KUAKINI ST,HONOLULU,96817,HI,3537600,3537600,11792,MERBL,1966,2,HI001278,EFS1,15003004900,21.326437,-157.860702,EDU1
Lanakila Elementary - Bldg D,717 N KUAKINI ST,HONOLULU,96817,HI,3537600,3537600,11792,MERBL,1967,2,HI001279,EFS1,15003004900,21.326437,-157.860702,EDU1
Washington Middle - Bldg B,1710 WAIOLA ST,HONOLULU,96826,HI,3532800,3532800,11776,MERBL,1952,2,HI001874,EFS1,15003002500,21.29564,-157.835223,EDU1
Aliamanu Intermediate - Bldg E,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3529800,3529800,11766,MERBL,1960,1,HI001048,EFS1,15003007000,21.342814,-157.915655,EDU1
Aiea Intermediate - Bldg F,99-600 KULAWEA ST,AIEA,96701,HI,3493800,3493800,11646,MERBL,1965,2,HI001035,EFS1,15003007503,21.380368,-157.923768,EDU1
Shafter Elementary - Bldg A,2508 KAUA ST,FORT SHAFTER,96858,HI,3470100,3470100,11567,MERBL,1966,2,HI001561,EFS1,15003006600,21.341911,-157.884695,EDU1
Waimanalo Elem & Inter - Bldg Q,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,3460500,3460500,11535,MERBL,1962,1,HI001683,EFS1,15003011301,21.345527,-157.715249,EDU1
Mokulele Elementary - Bldg F,3903 KAM HWY,HICKAM AFB,96853,HI,3459600,3459600,11532,MERBL,1967,2,HI001421,EFS1,15003007200,21.342974,-157.940894,EDU1
Keolu Elementary - Bldg C,1420 KEOLU DR,KAILUA,96734,HI,3449400,3449400,11498,MERBL,1962,2,HI001846,EFS1,15003011104,21.37171,-157.735878,EDU1
Mokulele Elementary - Bldg C,3903 KAM HWY,HICKAM AFB,96853,HI,3444000,3444000,11480,MERBL,1961,2,HI001419,EFS1,15003007200,21.342974,-157.940894,EDU1
Pauoa Elementary - Bldg D,2301 PAUOA,HONOLULU,96813,HI,3443700,3443700,11479,MERBL,1967,2,HI001454,EFS1,15003004400,21.318615,-157.843998,EDU1
Webling Elementary - Bldg A,99-600 KULAWEA ST,AIEA,96701,HI,3440700,3440700,11469,MERBL,1967,2,HI001881,EFS1,15003007503,21.381247,-157.920317,EDU1
Maemae Elementary - Bldg F,319 WYLLIE ST,HONOLULU,96817,HI,3439800,3439800,11466,MERBL,1965,2,HI001318,EFS1,15003004700,21.328516,-157.847599,EDU1
Aiea High - Bldg R,98-1276 ULUNE ST,AIEA,96701,HI,3439200,3439200,11464,MERBL,1970,2,HI001030,EFS1,15003007702,21.384888,-157.930037,EDU1
Kahuku High & Interm - Bldg A,56-490 KAM HWY,KAHUKU,96731,HI,3426675,3426675,19581,WSF1,1993,1,HI001148,EFS1,15003010100,21.675327,-157.947965,EDU1
Lehua Elementary - Bldg A,781 LEHUA AVE,PEARL CITY,96782,HI,3425100,3425100,11417,MERBL,1965,2,HI001281,EFS1,15003008100,21.388696,-157.971168,EDU1
Lehua Elementary - Bldg B,781 LEHUA AVE,PEARL CITY,96782,HI,3425100,3425100,11417,MERBL,1965,2,HI001282,EFS1,15003008100,21.388696,-157.971168,EDU1
Moanalua Elem - Bldg A,1337 MAHIOLE ST,HONOLULU,96819,HI,3415800,3415800,11386,MERBL,1961,2,HI001391,EFS1,15003006701,21.348887,-157.891791,EDU1
Moanalua Elem - Bldg B,1337 MAHIOLE ST,HONOLULU,96819,HI,3415800,3415800,11386,MERBL,1961,2,HI001392,EFS1,15003006701,21.348887,-157.891791,EDU1
Kalihi Elementary - Bldg A,2471 KULA KOLEA DR,HONOLULU,96819,HI,3414950,3414950,19514,WMUH3,1954,3,HI001819,EFS1,15003006500,21.353016,-157.860994,EDU1
Wahiawa Middle - Bldg A,275 ROSE ST WAHI,WAHIAWA,96786,HI,3405600,3405600,11352,MERBL,1961,2,HI001583,EFS1,15003009000,21.49405,-158.018641,EDU1
Kalani High - Bldg A,4686 KALANIANAOLE HWY,HONOLULU,96821,HI,3402300,3402300,11341,MERBL,1958,2,HI001805,EFS1,15003000402,21.278553,-157.774256,EDU1
Blanche Pope Elementary - Bldg B,41-133 HULI ST WAIM,WAIMANALO,96795,HI,3402000,3402000,11340,MERBL,1969,2,HI001590,EFS1,15003011302,21.328112,-157.695197,EDU1
Keolu Elementary - Bldg B,1420 KEOLU DR,KAILUA,96734,HI,3402000,3402000,11340,MERBL,1961,2,HI001845,EFS1,15003011104,21.37171,-157.735878,EDU1
Wahiawa Middle - Bldg B,275 ROSE ST WAHI,WAHIAWA,96786,HI,3397200,3397200,11324,MERBL,1963,2,HI001584,EFS1,15003009000,21.49405,-158.018641,EDU1
Wahiawa Middle - Bldg C,275 ROSE ST WAHI,WAHIAWA,96786,HI,3397200,3397200,11324,MERBL,1963,2,HI001616,EFS1,15003009000,21.49405,-158.018641,EDU1
Hickam Elementary - Bldg K,MANZELMAN ST,HICKAM AFB,96853,HI,3396000,3396000,11320,MERBL,1965,2,HI001666,EFS1,15003007300,21.342489,-157.963694,EDU1
Lunalilo Elementary - Bldg B,810 PUMEHANA ST,HONOLULU,96826,HI,3391800,3391800,11306,MERBL,1964,2,HI001312,EFS1,15003002500,21.292303,-157.83316,EDU1
Wheeler Middle - Bldg H,1 WILIKINA DR,WAHIAWA,96786,HI,3380100,3380100,11267,MERBL,1969,1,HI001896,EFS1,15003009000,21.486605,-158.038808,EDU1
Pohakea Elementary - Bldg B,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3373500,3373500,11245,MERBL,1965,2,HI001496,EFS1,15003008302,21.313723,-158.009911,EDU1
Lunalilo Elementary - Bldg C,810 PUMEHANA ST,HONOLULU,96826,HI,3365400,3365400,11218,MERBL,1966,2,HI001313,EFS1,15003002500,21.292303,-157.83316,EDU1
Webling Elementary - Bldg B,99-600 KULAWEA ST,AIEA,96701,HI,3361800,3361800,11206,MERBL,1967,2,HI001882,EFS1,15003007503,21.381247,-157.920317,EDU1
Mililani High - Bldg N,95-1200 MEHEULA PKWY,MILILANI,96789,HI,3359100,3359100,11197,MERBL,1981,2,HI001376,EFS1,15003008907,21.45336,-158.009964,EDU1
Parker Elementary - Bldg H,45-921 KAM HWY,KANEOHE,96744,HI,3353700,3353700,11179,MERBL,1954,2,HI001453,EFS1,15003010504,21.413771,-157.798922,EDU1
Nanakuli High & Interm - Bldg D,89-778 HALEAKALA AVE,WAIANAE,96792,HI,3342900,3342900,11143,MERBL,1995,1,HI001427,EFS1,15003009601,21.388249,-158.132759,EDU1
Lunalilo Elementary - Bldg A,810 PUMEHANA ST,HONOLULU,96826,HI,3336600,3336600,11122,MERBL,1960,2,HI001311,EFS1,15003002500,21.292303,-157.83316,EDU1
Waipahu Intermediate - Bldg E,94-427 FARRINGTON HWY,WAIPAHU,96797,HI,3313500,3313500,11045,MERBL,1996,2,HI001709,EFS1,15003008703,21.380558,-158.012875,EDU1
Pohakea Elementary - Bldg C,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3304200,3304200,11014,MERBL,1965,2,HI001497,EFS1,15003008302,21.313723,-158.009911,EDU1
Aliamanu Intermediate - Bldg C,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3292200,3292200,10974,MERBL,1959,2,HI001550,EFS1,15003007000,21.342814,-157.915655,EDU1
Ilima Intermediate - Bldg B,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3279900,3279900,10933,MERBL,1962,2,HI001129,EFS1,15003008302,21.317162,-158.010902,EDU1
Aliiolani Elementary - Bldg F,1240 7TH AVE,HONOLULU,96816,HI,3274200,3274200,10914,MERBL,1966,2,HI001063,EFS1,15003001201,21.286636,-157.804762,EDU1
Kahuku High & Interm - Bldg Z,56-490 KAM HWY,KAHUKU,96731,HI,3264000,3264000,10880,MERBL,1985,1,HI001164,EFS1,15003010100,21.675327,-157.947965,EDU1
Aiea Intermediate - Bldg E,99-600 KULAWEA ST,AIEA,96701,HI,3263100,3263100,10877,MERBL,1967,2,HI001034,EFS1,15003007503,21.380368,-157.923768,EDU1
Kaiser High - Bldg G,511 LUNALILO HOME RD,HONOLULU,96825,HI,3260700,3260700,10869,MERBL,1973,2,HI001803,EFS1,15003000105,21.284778,-157.695995,EDU1
Palisades Elementary - Bldg C,2306 AUHUHU ST,PEARL CITY,96782,HI,3258000,3258000,10860,MERBL,1967,2,HI001444,EFS1,15003008005,21.425205,-157.95345,EDU1
Hahaione Elementary - Bldg H,595 PEPEEKEO ST,HONOLULU,96825,HI,3258000,3258000,10860,MERBL,1972,1,HI001650,EFS1,15003000106,21.296229,-157.710167,EDU1
Waianae Elementary - Bldg G,85-220 MCARTHUR ST,WAIANAE,96792,HI,3253500,3253500,10845,MERBL,1982,2,HI001637,EFS1,15003009701,21.445894,-158.184531,EDU1
McKinley High - Bldg K,1039 S KING ST,HONOLULU,96814,HI,3229800,3229800,10766,MERBL,1939,1,HI001364,EFS1,15003003700,21.299169,-157.848306,EDU1
Waipahu Intermediate - Bldg C,94-427 FARRINGTON HWY,WAIPAHU,96797,HI,3226200,3226200,10754,MERBL,1987,2,HI001708,EFS1,15003008703,21.380558,-158.012875,EDU1
Kaiulani Elementary - Bldg A,783 N KING ST,HONOLULU,96817,HI,3220200,3220200,10734,MERBL,1956,2,HI001209,EFS1,15003005700,21.321205,-157.867602,EDU1
Kaiulani Elementary - Bldg B,783 N KING ST,HONOLULU,96817,HI,3220200,3220200,10734,MERBL,1956,2,HI001211,EFS1,15003005700,21.321205,-157.867602,EDU1
Kalani High - Bldg N,4686 KALANIANAOLE HWY,HONOLULU,96821,HI,3219900,3219900,10733,MERBL,1969,2,HI001812,EFS1,15003000402,21.278553,-157.774256,EDU1
Kauluwela Elem - Bldg S,1480 AALA ST,HONOLULU,96817,HI,3195600,3195600,10652,MERBL,1973,2,HI001266,EFS1,15003005300,21.319316,-157.859333,EDU1
August Ahrens Elem - Bldg H,94-1170 WAIPAHU ST,WAIPAHU,96797,HI,3191400,3191400,10638,MERBL,1969,2,HI001071,EFS1,15003008912,21.393931,-158.001794,EDU1
Mililani High - Bldg O,95-1200 MEHEULA PKWY,MILILANI,96789,HI,3180600,3180600,10602,MERBL,1991,2,HI001377,EFS1,15003008907,21.45336,-158.009964,EDU1
Moanalua High - Bldg I,2825 ALA ILIMA,HONOLULU,96819,HI,3178200,3178200,10594,MERBL,1993,2,HI001398,EFS1,15003006805,21.34731,-157.900643,EDU1
Moanalua Middle - Bldg D,1289 MAHIOLE ST,HONOLULU,96819,HI,3177900,3177900,10593,MERBL,1968,2,HI001405,EFS1,15003006701,21.349755,-157.893408,EDU1
Kaimuki High - Bldg F,2705 KAIMUKI AVE,HONOLULU,96816,HI,3175500,3175500,10585,MERBL,1952,2,HI001187,EFS1,15003002100,21.285967,-157.817469,EDU1
King Intermediate - Bldg I,46-155 KAM HWY,KANEOHE,96744,HI,3166500,3166500,10555,MERBL,1973,1,HI001853,EFS1,15003010505,21.428225,-157.806712,EDU1
Jefferson Elem - Bldg R,324 KAPAHULU AVE,HONOLULU,96815,HI,3161200,3161200,18064,WSF2,1975,2,HI001716,EFS1,15003001802,21.273255,-157.818276,EDU1
Ilima Intermediate - Bldg A,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,3160200,3160200,10534,MERBL,1962,2,HI001128,EFS1,15003008302,21.317162,-158.010902,EDU1
Kaiulani Elementary - Bldg C,783 N KING ST,HONOLULU,96817,HI,3150900,3150900,10503,MERBL,1960,2,HI001214,EFS1,15003005700,21.321205,-157.867602,EDU1
Kaimuki High - Bldg A,2705 KAIMUKI AVE,HONOLULU,96816,HI,3147600,3147600,10492,MERBL,1949,2,HI001179,EFS1,15003002100,21.285967,-157.817469,EDU1
Kaimuki High - Bldg B,2705 KAIMUKI AVE,HONOLULU,96816,HI,3147600,3147600,10492,MERBL,1949,2,HI001181,EFS1,15003002100,21.285967,-157.817469,EDU1
Kaimuki High - Bldg C,2705 KAIMUKI AVE,HONOLULU,96816,HI,3147600,3147600,10492,MERBL,1949,2,HI001183,EFS1,15003002100,21.285967,-157.817469,EDU1
Kaimuki High - Bldg H,2705 KAIMUKI AVE,HONOLULU,96816,HI,3147600,3147600,10492,MERBL,1949,2,HI001191,EFS1,15003002100,21.285967,-157.817469,EDU1
Jarrett Intermediate - Bldg G,3360 KALUA RD,HONOLULU,96816,HI,3145800,3145800,10486,MERBL,1956,1,HI001140,EFS1,15003001100,21.29712,-157.797237,EDU1
Moanalua Middle - Bldg E,1289 MAHIOLE ST,HONOLULU,96819,HI,3141000,3141000,10470,MERBL,1969,2,HI001406,EFS1,15003006701,21.349755,-157.893408,EDU1
Palolo Elementary - Bldg A,2106 10TH AVE,HONOLULU,96816,HI,3133500,3133500,10445,MERBL,1964,1,HI001446,EFS1,15003001100,21.299573,-157.792816,EDU1
Kalihi Kai Elementary - Bldg K,821 KALIHI ST,HONOLULU,96817,HI,3129900,3129900,10433,MERBL,1973,2,HI001826,EFS1,15003005800,21.326556,-157.87809,EDU1
Kaleiopuu Elementary - Bldg H,94-665 KAAHOLO ST,WAIPAHU,96797,HI,3120000,3120000,10400,MERBL,1993,2,HI001817,EFS1,15003008905,21.391223,-158.02813,EDU1
Mililani Middle - Bldg C,95-230 KAILIULA PL,MILILANI,96789,HI,3111900,3111900,10373,MERBL,1800,1,HI001383,EFS1,15003008916,21.475829,-157.988926,EDU1
Kalaheo High - Bldg F,730 ILIAINA ST,KAILUA,96734,HI,3104400,3104400,10348,MERBL,1970,2,HI001220,EFS1,15003010901,21.407988,-157.757733,EDU1
Moanalua Middle - Bldg C,1289 MAHIOLE ST,HONOLULU,96819,HI,3086700,3086700,10289,MERBL,1968,2,HI001404,EFS1,15003006701,21.349755,-157.893408,EDU1
Kalaheo High - Bldg M,730 ILIAINA ST,KAILUA,96734,HI,3069900,3069900,10233,MERBL,1975,1,HI001227,EFS1,15003010901,21.407988,-157.757733,EDU1
Kapolei Elementary - Bldg D,91-1119 KAMAAHA LP,KAPOLEI,96707,HI,3065700,3065700,10219,MERBL,1993,2,HI001256,EFS1,15003008607,21.333888,-158.064331,EDU1
Farrington High - Bldg O,1101 KALIHI ST,HONOLULU,96817,HI,3050400,3050400,10168,MERBL,1965,2,HI001106,EFS1,15003005600,21.330721,-157.87242,EDU1
Waikiki Elementary - Bldg B,3710 LEAHI AVE,HONOLULU,96815,HI,3047400,3047400,10158,MERBL,1964,2,HI001641,EFS1,15003001700,21.267946,-157.814481,EDU1
Waikiki Elementary - Bldg C,3710 LEAHI AVE,HONOLULU,96815,HI,3047400,3047400,10158,MERBL,1964,2,HI001642,EFS1,15003001700,21.267946,-157.814481,EDU1
Kaimuki High - Bldg G,2705 KAIMUKI AVE,HONOLULU,96816,HI,3043200,3043200,10144,MERBL,1952,2,HI001189,EFS1,15003002100,21.285967,-157.817469,EDU1
Kaimuki Middle - Bldg K,4031 KILAUEA AVE,HONOLULU,96816,HI,3019200,3019200,10064,MERBL,1960,2,HI001774,EFS1,15003000700,21.26989,-157.79698,EDU1
Jefferson Elem - Bldg Q,324 KAPAHULU AVE,HONOLULU,96815,HI,3014400,3014400,10048,MERBL,1973,1,HI001715,EFS1,15003001802,21.273255,-157.818276,EDU1
Hokulani Elementary - Bldg B,2940 KAMAKINI ST,HONOLULU,96816,HI,3012300,3012300,10041,MERBL,1958,2,HI001111,EFS1,15003002701,21.291637,-157.81307,EDU1
Hokulani Elementary - Bldg C,2940 KAMAKINI ST,HONOLULU,96816,HI,3012300,3012300,10041,MERBL,1960,2,HI001112,EFS1,15003002701,21.291637,-157.81307,EDU1
Waipahu High - Bldg H,94-1211 FARRINGTON HWY,WAIPAHU,96797,HI,3011400,3011400,10038,MERBL,1967,2,HI001701,EFS1,15003008701,21.387585,-157.993974,EDU1
Kailua High - Bldg F,451 ULUMANU DR,KAILUA,96734,HI,3001200,3001200,10004,MERBL,1962,2,HI001757,EFS1,15003011103,21.384813,-157.748181,EDU1
Red Hill Elementary - Bldg C,1265 ALA KULA PL,HONOLULU,96819,HI,2994900,2994900,9983,MERBL,1969,2,HI001517,EFS1,15003006702,21.368342,-157.900097,EDU1
Kamaile Elem PCCS - Bldg F,85-180 ALA AKAU ST,WAIANAE,96792,HI,2973900,2973900,9913,MERBL,1993,2,HI001236,EFS1,15003009701,21.457086,-158.195385,EDU1
Nanakuli Elementary - Bldg B,89-778 HALEAKALA AVE,WAIANAE,96792,HI,2970600,2970600,9902,MERBL,1980,1,HI001423,EFS1,15003009601,21.386136,-158.136377,EDU1
Red Hill Elementary - Bldg B,1265 ALA KULA PL,HONOLULU,96819,HI,2961000,2961000,9870,MERBL,1969,2,HI001516,EFS1,15003006702,21.368342,-157.900097,EDU1
Roosevelt High - Bldg C,1120 NEHOA ST,HONOLULU,96822,HI,2957400,2957400,9858,MERBL,1959,2,HI001519,EFS1,15003003300,21.310553,-157.837321,EDU1
Radford High - Bldg B,4361 SALT LAKE BLVD,HONOLULU,96819,HI,2944200,2944200,9814,MERBL,1956,2,HI001506,EFS1,15003007400,21.359431,-157.929088,EDU1
Kalaheo High - Bldg C,730 ILIAINA ST,KAILUA,96734,HI,2941500,2941500,9805,MERBL,1966,2,HI001218,EFS1,15003010901,21.407988,-157.757733,EDU1
Moanalua High - Bldg R,2825 ALA ILIMA,HONOLULU,96819,HI,2931300,2931300,9771,MERBL,1973,3,HI001402,EFS1,15003006805,21.34731,-157.900643,EDU1
Linapuni Elem - Bldg B,1434 LINAPUNI ST,HONOLULU,96819,HI,2926500,2926500,9755,MERBL,1965,2,HI001308,EFS1,15003006202,21.338775,-157.877534,EDU1
Waiau Elementary - Bldg F,98-450 HOOKANIKE ST,PEARL CITY,96782,HI,2921400,2921400,9738,MERBL,1979,2,HI001640,EFS1,15003007805,21.398872,-157.953306,EDU1
Waipahu High - Bldg E,94-1211 FARRINGTON HWY,WAIPAHU,96797,HI,2919600,2919600,9732,MERBL,1969,2,HI001698,EFS1,15003008701,21.387585,-157.993974,EDU1
Central Interm/Middle - Bldg A,1302 QUEEN EMMA ST,HONOLULU,96813,HI,2903425,2903425,16591,WSF2,1930,2,HI001084,EFS1,15003004200,21.311666,-157.856579,EDU1
Solomon Elementary - Bldg B,1701 *WILIKINA DR,SCHOFIELD BARRACKS,96857,HI,2891350,2891350,16522,WSF2,1969,2,HI001565,EFS1,15003009501,21.491057,-158.0725,EDU1
Ewa Elementary - Bldg L,91-1280 RENTON RD,EWA BEACH,96706,HI,2890200,2890200,9634,MERBL,1990,1,HI001100,EFS1,15003008605,21.3445,-158.034685,EDU1
Ewa Elementary - Bldg M,91-1280 RENTON RD,EWA BEACH,96706,HI,2890200,2890200,9634,MERBL,1994,2,HI001101,EFS1,15003008605,21.3445,-158.034685,EDU1
Dole Middle - Bldg D,1715 KINO ST,HONOLULU,96819,HI,2889000,2889000,9630,MERBL,1957,2,HI001088,EFS1,15003006301,21.342385,-157.870868,EDU1
Kapalama Elementary - Bldg A,1601 N SCHOOL ST,HONOLULU,96817,HI,2886600,2886600,9622,MERBL,1965,2,HI001250,EFS1,15003005600,21.334887,-157.869479,EDU1
Kalakaua Middle - Bldg N,821 KALIHI ST,HONOLULU,96817,HI,2876400,2876400,9588,MERBL,1971,2,HI001233,EFS1,15003005800,21.328319,-157.876619,EDU1
Kalakaua Middle - Bldg R,821 KALIHI ST,HONOLULU,96817,HI,2864100,2864100,9547,MERBL,1973,2,HI001235,EFS1,15003005800,21.328319,-157.876619,EDU1
Makalapa Elementary - Bldg D,4435 SALT LAKE BLVD,HONOLULU,96819,HI,2854200,2854200,9514,MERBL,1971,1,HI001338,EFS1,15003007400,21.361227,-157.928547,EDU1
Makalapa Elementary - Bldg F,4435 SALT LAKE BLVD,HONOLULU,96819,HI,2854200,2854200,9514,MERBL,1971,2,HI001339,EFS1,15003007400,21.361227,-157.928547,EDU1
Makalapa Elementary - Bldg I,4435 SALT LAKE BLVD,HONOLULU,96819,HI,2854200,2854200,9514,MERBL,1973,2,HI001340,EFS1,15003007400,21.361227,-157.928547,EDU1
Kalakaua Middle - Bldg O,821 KALIHI ST,HONOLULU,96817,HI,2850000,2850000,9500,MERBL,1971,2,HI001234,EFS1,15003005800,21.328319,-157.876619,EDU1
Dole Middle - Bldg E,1715 KINO ST,HONOLULU,96819,HI,2843700,2843700,9479,MERBL,1957,2,HI001089,EFS1,15003006301,21.342385,-157.870868,EDU1
Kalaheo High - Bldg A,730 ILIAINA ST,KAILUA,96734,HI,2841600,2841600,9472,MERBL,1968,2,HI001217,EFS1,15003010901,21.407988,-157.757733,EDU1
Farrington High - Bldg U,1101 KALIHI ST,HONOLULU,96817,HI,2840400,2840400,9468,MERBL,1975,2,HI001109,EFS1,15003005600,21.330721,-157.87242,EDU1
Niu Valley Middle - Bldg B,310 HALEMAUMAU ST,HONOLULU,96821,HI,2835600,2835600,9452,MERBL,1956,2,HI001435,EFS1,15003000200,21.285289,-157.740266,EDU1
Waipahu Elementary - Bldg I,94-465 WAIPAHU ST,WAIPAHU,96797,HI,2830500,2830500,9435,MERBL,1970,2,HI001693,EFS1,15003008703,21.384952,-158.015923,EDU1
Dole Middle - Bldg B,1715 KINO ST,HONOLULU,96819,HI,2822400,2822400,9408,MERBL,1956,2,HI001086,EFS1,15003006301,21.342385,-157.870868,EDU1
Kalakaua Middle - Bldg F,821 KALIHI ST,HONOLULU,96817,HI,2821500,2821500,9405,MERBL,1961,1,HI001229,EFS1,15003005800,21.328319,-157.876619,EDU1
Kapalama Elementary - Bldg B,1601 N SCHOOL ST,HONOLULU,96817,HI,2821200,2821200,9404,MERBL,1966,2,HI001251,EFS1,15003005600,21.334887,-157.869479,EDU1
Niu Valley Middle - Bldg A,310 HALEMAUMAU ST,HONOLULU,96821,HI,2820900,2820900,9403,MERBL,1956,2,HI001434,EFS1,15003000200,21.285289,-157.740266,EDU1
Ewa Elementary - Bldg I,91-1280 RENTON RD,EWA BEACH,96706,HI,2817600,2817600,9392,MERBL,1965,2,HI001097,EFS1,15003008605,21.3445,-158.034685,EDU1
Mililani Uka Elem - Bldg E,94-380 KUAHELANI AVE,MILILANI,96789,HI,2814600,2814600,9382,MERBL,1977,2,HI001386,EFS1,15003008909,21.437268,-158.014756,EDU1
Waialua Elementary - Bldg D,67-20 WAIALUA BEACH RD,WAIALUA,96791,HI,2812500,2812500,9375,MERBL,1993,2,HI001624,EFS1,15003009901,21.575492,-158.121635,EDU1
Pearl City High - Bldg K,2100 HOOKIEKIE ST,PEARL CITY,96782,HI,2811600,2811600,9372,MERBL,1973,1,HI001466,EFS1,15003007810,21.414834,-157.952268,EDU1
Pearl City High - Bldg M,2100 HOOKIEKIE ST,PEARL CITY,96782,HI,2811600,2811600,9372,MERBM,1973,4,HI001468,EFS1,15003007810,21.414834,-157.952268,EDU1
Mililani Uka Elem - Bldg F,94-380 KUAHELANI AVE,MILILANI,96789,HI,2807700,2807700,9359,MERBL,1977,2,HI001387,EFS1,15003008909,21.437268,-158.014756,EDU1
Wilson Elementary - Bldg C,4901 KILAUEA AVE,HONOLULU,96816,HI,2799900,2799900,9333,MERBL,1965,2,HI001900,EFS1,15003000901,21.282411,-157.784717,EDU1
McKinley High - Bldg H,1039 S KING ST,HONOLULU,96814,HI,2798700,2798700,9329,MERBL,1963,1,HI001363,EFS1,15003003700,21.299169,-157.848306,EDU1
Mililani Uka Elem - Bldg C,94-380 KUAHELANI AVE,MILILANI,96789,HI,2794200,2794200,9314,MERBL,1990,2,HI001384,EFS1,15003008909,21.437268,-158.014756,EDU1
Kapolei Elementary - Bldg E,91-1119 KAMAAHA LP,KAPOLEI,96707,HI,2793600,2793600,9312,MERBL,1993,2,HI001257,EFS1,15003008607,21.333888,-158.064331,EDU1
