Name,Address,City,Zipcode,Statea,Building_Cost,Content_Cost,Building_Area,HUSBT,YearBuilt,NumStories,SchoolId,EfClass,Tract,Y,X,Occupancy
Barbers Point Elem - Bldg B,91-1001 BOXER ST BPNAS,BARBERS POINT,96862,HI,1610700,1610700,9204,WSF1,1954,1,HI001586,EFS1,15003008500,21.322413,-158.081912,EDU1
Koko Head Elementary - Bldg B,189 LUNALILO HOME RD,HONOLULU,96825,HI,1584000,1584000,5280,MERBL,1954,1,HI001864,EFS1,15003000102,21.274647,-157.704478,EDU1
Koko Head Elementary - Bldg C,189 LUNALILO HOME RD,HONOLULU,96825,HI,1584000,1584000,5280,MERBL,1954,1,HI001865,EFS1,15003000102,21.274647,-157.704478,EDU1
Koko Head Elementary - Bldg E,189 LUNALILO HOME RD,HONOLULU,96825,HI,1584000,1584000,5280,MERBL,1955,1,HI001867,EFS1,15003000102,21.274647,-157.704478,EDU1
Ilima Intermediate - Bldg J,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,1575300,1575300,5251,MERBL,1963,1,HI001134,EFS1,15003008302,21.317162,-158.010902,EDU1
Maili Elementary - Bldg F,87-360 KULAAUPUNI ST,WAIANAE,96792,HI,1569000,1569000,5230,MERBL,1972,1,HI001325,EFS1,15003009603,21.420021,-158.171987,EDU1
Mokapu Elementary - Bldg A,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,1562400,1562400,5208,MERBL,1960,1,HI001410,EFS1,15003010802,21.444325,-157.749199,EDU1
Moanalua Elem - Bldg F,1337 MAHIOLE ST,HONOLULU,96819,HI,1562100,1562100,5207,MERBL,1971,1,HI001394,EFS1,15003006701,21.348887,-157.891791,EDU1
Kailua Elementary - Bldg C,315 KUULEI RD,KAILUA,96734,HI,1557000,1557000,5190,MERBL,1951,1,HI001167,EFS1,15003011105,21.395074,-157.74136,EDU1
Waianae Elementary - Bldg L,85-220 MCARTHUR ST,WAIANAE,96792,HI,1545900,1545900,5153,MERBL,1969,1,HI001638,EFS1,15003009701,21.445894,-158.184531,EDU1
Aiea Intermediate - Bldg B,99-600 KULAWEA ST,AIEA,96701,HI,1536300,1536300,5121,MERBL,1964,1,HI001033,EFS1,15003007503,21.380368,-157.923768,EDU1
Hokulani Elementary - Bldg A,2940 KAMAKINI ST,HONOLULU,96816,HI,1531800,1531800,5106,MERBL,1957,1,HI001678,EFS1,15003002701,21.291637,-157.81307,EDU1
Kalihi Waena Elem - Bldg H,1240 GULICK AVE,HONOLULU,96819,HI,1527300,1527300,5091,MERBL,1973,1,HI001832,EFS1,15003006100,21.336275,-157.875783,EDU1
Kaimuki High - Bldg U,2705 KAIMUKI AVE,HONOLULU,96816,HI,1518600,1518600,5062,MERBL,1982,1,HI001195,EFS1,15003002100,21.285967,-157.817469,EDU1
Koko Head Elementary - Bldg K,189 LUNALILO HOME RD,HONOLULU,96825,HI,1516800,1516800,5056,MERBL,1976,1,HI001270,EFS1,15003000102,21.274647,-157.704478,EDU1
Maemae Elementary - Bldg J,319 WYLLIE ST,HONOLULU,96817,HI,1516800,1516800,5056,MERBL,1950,1,HI001319,EFS1,15003004700,21.328516,-157.847599,EDU1
Wheeler Middle - Bldg B,1 WILIKINA DR,WAHIAWA,96786,HI,1511700,1511700,5039,MERBL,1970,1,HI001890,EFS1,15003009000,21.486605,-158.038808,EDU1
Ahuimanu Elementary - Bldg D,47-470 HUI AEKO PL,KANEOHE,96744,HI,1511100,1511100,5037,MERBL,1977,1,HI001016,EFS1,15003010306,21.435032,-157.830373,EDU1
Waimanalo Elem & Inter - Bldg N,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1511100,1511100,5037,MERBL,1955,1,HI001681,EFS1,15003011301,21.345527,-157.715249,EDU1
Highlands Intermediate - Bldg K,1460 HOOLAULEA ST,PEARL CITY,96782,HI,1503775,1503775,8593,WSF1,1967,1,HI001677,EFS1,15003008007,21.400958,-157.962619,EDU1
Honowai Elementary - Bldg F,94-660 HONOWAI ST,WAIPAHU,96797,HI,1503600,1503600,8592,WSF1,1968,1,HI001119,EFS1,15003008913,21.383732,-158.026214,EDU1
Wahiawa Middle - Bldg H,275 ROSE ST WAHI,WAHIAWA,96786,HI,1500300,1500300,5001,MERBL,1963,1,HI001617,EFS1,15003009000,21.49405,-158.018641,EDU1
Moanalua Elem - Bldg E,1337 MAHIOLE ST,HONOLULU,96819,HI,1500275,1500275,8573,WSF1,1961,1,HI001393,EFS1,15003006701,21.348887,-157.891791,EDU1
Highlands Intermediate - Bldg J,1460 HOOLAULEA ST,PEARL CITY,96782,HI,1499925,1499925,8571,WSF1,1959,1,HI001676,EFS1,15003008007,21.400958,-157.962619,EDU1
Nanakuli High & Interm - Bldg U,89-778 HALEAKALA AVE,WAIANAE,96792,HI,1498800,1498800,4996,MERBL,1973,1,HI001432,EFS1,15003009601,21.388249,-158.132759,EDU1
Red Hill Elementary - Bldg A,1265 ALA KULA PL,HONOLULU,96819,HI,1495025,1495025,8543,WSF2,1974,2,HI001515,EFS1,15003006702,21.368342,-157.900097,EDU1
Kaneohe Elementary - Bldg E,45-495 KAM HWY,KANEOHE,96744,HI,1493100,1493100,4977,MERBL,1956,1,HI001243,EFS1,15003010602,21.395946,-157.795852,EDU1
Kaneohe Elementary - Bldg F,45-495 KAM HWY,KANEOHE,96744,HI,1493100,1493100,4977,MERBL,1958,1,HI001244,EFS1,15003010602,21.395946,-157.795852,EDU1
Pearl Harbor Kai Elem - Bldg E,99-659 KAM HWY,HONOLULU,96818,HI,1492050,1492050,8526,WSF1,1963,1,HI001487,EFS1,15003007400,21.34907,-157.938152,EDU1
Kawananakoa Middle - Bldg D,49 FUNCHAL ST,HONOLULU,96813,HI,1485050,1485050,8486,WSF1,1962,1,HI001836,EFS1,15003004300,21.318976,-157.851923,EDU1
Koko Head Elementary - Bldg F,189 LUNALILO HOME RD,HONOLULU,96825,HI,1485000,1485000,4950,MERBL,1962,1,HI001268,EFS1,15003000102,21.274647,-157.704478,EDU1
Campbell High - Bldg E,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,1478050,1478050,8446,WSF1,1973,1,HI001596,EFS1,15003008302,21.315775,-158.008347,EDU1
Ewa Elementary - Bldg D,91-1280 RENTON RD,EWA BEACH,96706,HI,1473000,1473000,4910,MERBL,1957,1,HI001096,EFS1,15003008605,21.3445,-158.034685,EDU1
Waiahole Elementary - Bldg G,48-215 WAIAHOLE VALLEY RD,KANEOHE,96744,HI,1469700,1469700,4899,MERBL,1957,1,HI001618,EFS1,15003010303,21.483287,-157.851652,EDU1
Kailua Elementary - Bldg H,315 KUULEI RD,KAILUA,96734,HI,1464400,1464400,8368,WSF1,1957,1,HI001743,EFS1,15003011105,21.395074,-157.74136,EDU1
Maemae Elementary - Bldg B,319 WYLLIE ST,HONOLULU,96817,HI,1458300,1458300,4861,MERBL,1953,1,HI001315,EFS1,15003004700,21.328516,-157.847599,EDU1
Maunawili Elementary - Bldg F,1465 ULUPII ST,KAILUA,96734,HI,1458100,1458100,8332,WSF1,1958,1,HI001360,EFS1,15003011000,21.37698,-157.752132,EDU1
Maunawili Elementary - Bldg D,1465 ULUPII ST,KAILUA,96734,HI,1458000,1458000,4860,MERBL,1958,1,HI001359,EFS1,15003011000,21.37698,-157.752132,EDU1
Waimanalo Elem & Inter - Bldg S,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1455475,1455475,8317,WSF1,1976,1,HI001685,EFS1,15003011301,21.345527,-157.715249,EDU1
Maemae Elementary - Bldg K,319 WYLLIE ST,HONOLULU,96817,HI,1449900,1449900,4833,MERBL,1954,1,HI001320,EFS1,15003004700,21.328516,-157.847599,EDU1
Ewa Beach Elem - Bldg E,91-740 PAPIPI RD,EWA BEACH,96706,HI,1449600,1449600,4832,MERBL,1961,1,HI001092,EFS1,15003008402,21.315444,-158.015033,EDU1
Washington Middle - Bldg G,1710 WAIOLA ST,HONOLULU,96826,HI,1432800,1432800,4776,MERBL,1963,1,HI001876,EFS1,15003002500,21.29564,-157.835223,EDU1
Jefferson Elem - Bldg M,324 KAPAHULU AVE,HONOLULU,96815,HI,1429200,1429200,4764,MERBL,1973,1,HI001712,EFS1,15003001802,21.273255,-157.818276,EDU1
Jefferson Elem - Bldg N,324 KAPAHULU AVE,HONOLULU,96815,HI,1429200,1429200,4764,MERBL,1973,1,HI001713,EFS1,15003001802,21.273255,-157.818276,EDU1
Jefferson Elem - Bldg O,324 KAPAHULU AVE,HONOLULU,96815,HI,1429200,1429200,4764,MERBL,1973,1,HI001714,EFS1,15003001802,21.273255,-157.818276,EDU1
Hickam Elementary - Bldg H,MANZELMAN ST,HICKAM AFB,96853,HI,1426800,1426800,4756,MERBL,1950,1,HI001664,EFS1,15003007300,21.342489,-157.963694,EDU1
Kapalama Elementary - Bldg E,1601 N SCHOOL ST,HONOLULU,96817,HI,1423975,1423975,8137,WSF1,1967,1,HI001254,EFS1,15003005600,21.334887,-157.869479,EDU1
Aliamanu Elementary - Bldg F,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1958,1,HI001540,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg G,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1960,1,HI001542,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg H,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1960,1,HI001544,EFS1,15003007000,21.342941,-157.913366,EDU1
Koko Head Elementary - Bldg A,189 LUNALILO HOME RD,HONOLULU,96825,HI,1417500,1417500,4725,MERBL,1954,1,HI001863,EFS1,15003000102,21.274647,-157.704478,EDU1
Koko Head Elementary - Bldg D,189 LUNALILO HOME RD,HONOLULU,96825,HI,1417500,1417500,4725,MERBL,1955,1,HI001866,EFS1,15003000102,21.274647,-157.704478,EDU1
Waimanalo Elem & Inter - Bldg U,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1416600,1416600,4722,MERBL,1972,1,HI001687,EFS1,15003011301,21.345527,-157.715249,EDU1
Maemae Elementary - Bldg E,319 WYLLIE ST,HONOLULU,96817,HI,1415750,1415750,8090,WSF1,1956,1,HI001317,EFS1,15003004700,21.328516,-157.847599,EDU1
Heeia Elementary - Bldg F,46-202 HAIKU RD,KANEOHE,96744,HI,1411500,1411500,4705,MERBL,1971,1,HI001654,EFS1,15003010506,21.418251,-157.808585,EDU1
Honowai Elementary - Bldg A,94-660 HONOWAI ST,WAIPAHU,96797,HI,1408800,1408800,4696,MERBL,1968,1,HI001115,EFS1,15003008913,21.383732,-158.026214,EDU1
Makakilo Elementary - Bldg H,92-675 ANIPEAHI ST,KAPOLEI,96707,HI,1408800,1408800,4696,MERBL,1971,1,HI001334,EFS1,15003008604,21.344312,-158.084779,EDU1
Noelani Elementary - Bldg C,2667 WOODLAWN DR,HONOLULU,96822,HI,1392475,1392475,7957,WSF1,1962,1,HI001439,EFS1,15003002900,21.305754,-157.811801,EDU1
Castle High - Bldg K,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1390500,1390500,4635,MERBL,1958,1,HI001615,EFS1,15003010602,21.403144,-157.794583,EDU1
Mokapu Elementary - Bldg O,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,1388700,1388700,4629,MERBL,1994,1,HI001416,EFS1,15003010802,21.444325,-157.749199,EDU1
Kailua Elementary - Bldg D,315 KUULEI RD,KAILUA,96734,HI,1379700,1379700,4599,MERBL,1951,1,HI001168,EFS1,15003011105,21.395074,-157.74136,EDU1
Mauka Lani Elem - Bldg B,92-1300 PANANA ST,KAPOLEI,96707,HI,1379350,1379350,7882,WSF1,1973,1,HI001357,EFS1,15003008603,21.358313,-158.083313,EDU1
Kalani High - Bldg K,4686 KALANIANAOLE HWY,HONOLULU,96821,HI,1376400,1376400,4588,MERBL,1960,1,HI001811,EFS1,15003000402,21.278553,-157.774256,EDU1
Waimanalo Elem & Interm - Bldg E,41-1330 Kalanianaole Hwy,Waimanalo,96795,HI,1375000,1375000,5000,MECBL,1960,1,HI001967,EFS1,15003011301,21.34638889,-157.7152778,EDU1
Waimanalo Elem & Interm - Bldg L,41-1330 Kalanianaole Hwy,Waimanalo,96795,HI,1375000,1375000,5000,MECBL,1960,1,HI001969,EFS1,15003011301,21.34638889,-157.7152778,EDU1
Waimanalo Elem & Interm - Bldg M,41-1330 Kalanianaole Hwy,Waimanalo,96795,HI,1375000,1375000,5000,MECBL,1960,1,HI001970,EFS1,15003011301,21.34638889,-157.7152778,EDU1
Pauoa Elementary - Bldg E,2301 PAUOA,HONOLULU,96813,HI,1369725,1369725,7827,WSF1,1969,1,HI001455,EFS1,15003004400,21.318615,-157.843998,EDU1
Aliamanu Elem - Bldg A,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001530,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg B,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001532,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg C,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001534,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg D,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001536,EFS1,15003007000,21.342941,-157.913366,EDU1
Aliamanu Elementary - Bldg E,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001538,EFS1,15003007000,21.342941,-157.913366,EDU1
Kapunahala Elementary - Bldg D,45-800 ANOI RD,KANEOHE,96744,HI,1365525,1365525,7803,WSF1,1962,1,HI001265,EFS1,15003010302,21.407895,-157.803996,EDU1
Kailua High - Bldg Q,451 ULUMANU DR,KAILUA,96734,HI,1361400,1361400,4538,MERBL,1962,1,HI001759,EFS1,15003011103,21.384813,-157.748181,EDU1
Mililani Uka Elem - Bldg H,94-380 KUAHELANI AVE,MILILANI,96789,HI,1359300,1359300,4531,MERBL,1977,1,HI001388,EFS1,15003008909,21.437268,-158.014756,EDU1
Aikahi Elementary - Bldg E,281 ILIHAU ST,KAILUA,96734,HI,1357125,1357125,7755,WSF1,1964,1,HI001039,EFS1,15003010901,21.425076,-157.749681,EDU1
Kawananakoa Middle - Bldg C,49 FUNCHAL ST,HONOLULU,96813,HI,1356300,1356300,4521,MERBL,1964,2,HI001267,EFS1,15003004300,21.318976,-157.851923,EDU1
Pearl City Highlands Elem - Bldg F,1419 WAIMANO HOME RD,PEARL CITY,96782,HI,1350475,1350475,7717,WSF1,1958,1,HI001475,EFS1,15003008007,21.403094,-157.965466,EDU1
Mokulele Elementary - Bldg A,3903 KAM HWY,HICKAM AFB,96853,HI,1348800,1348800,4496,MERBL,1960,1,HI001417,EFS1,15003007200,21.342974,-157.940894,EDU1
Mokulele Elementary - Bldg B,3903 KAM HWY,HICKAM AFB,96853,HI,1348800,1348800,4496,MERBL,1960,1,HI001418,EFS1,15003007200,21.342974,-157.940894,EDU1
Kanoelani Elementary - Bldg F,94-1091 OLI LP,WAIPAHU,96797,HI,1347900,1347900,4493,MERBL,1987,1,HI001249,EFS1,15003008923,21.416094,-157.998502,EDU1
Wilson Elementary - Bldg B,4901 KILAUEA AVE,HONOLULU,96816,HI,1346800,1346800,7696,WSF1,1961,1,HI001899,EFS1,15003000901,21.282411,-157.784717,EDU1
Waianae Elementary - Bldg B,85-220 MCARTHUR ST,WAIANAE,96792,HI,1342500,1342500,4475,MERBL,1950,1,HI001633,EFS1,15003009701,21.445894,-158.184531,EDU1
Castle High - Bldg D,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1338000,1338000,4460,MERBL,1955,1,HI001609,EFS1,15003010602,21.403144,-157.794583,EDU1
Waimanalo Elem & Inter - Bldg O,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1336800,1336800,4456,MERBL,1961,1,HI001682,EFS1,15003011301,21.345527,-157.715249,EDU1
Waipahu Elementary - Bldg B,94-465 WAIPAHU ST,WAIPAHU,96797,HI,1334025,1334025,7623,WSF1,1967,1,HI001689,EFS1,15003008703,21.384952,-158.015923,EDU1
Kipapa Elementary - Bldg C,95-440 KUAHELANI AVE,MILILANI,96789,HI,1333500,1333500,7620,WSF1,1961,1,HI001858,EFS1,15003008907,21.461394,-158.012643,EDU1
Kalakaua Middle - Bldg M,821 KALIHI ST,HONOLULU,96817,HI,1333200,1333200,4444,MERBL,1971,1,HI001232,EFS1,15003005800,21.328319,-157.876619,EDU1
Pearl Ridge Elementary - Bldg G,98-940 MOANALUA RD,AIEA,96701,HI,1329900,1329900,4433,MERBL,1976,1,HI001492,EFS1,15003007807,21.388587,-157.944984,EDU1
Leilehua High - Bldg B,1515 CALIFORNIA AVE,WAHIAWA,96786,HI,1327200,1327200,4424,MERBL,1949,1,HI001291,EFS1,15003009200,21.500558,-158.012026,EDU1
Hahaione Elementary - Bldg A,595 PEPEEKEO ST,HONOLULU,96825,HI,1323300,1323300,4411,MERBL,1967,1,HI001647,EFS1,15003000106,21.296229,-157.710167,EDU1
Hahaione Elementary - Bldg B,595 PEPEEKEO ST,HONOLULU,96825,HI,1323300,1323300,4411,MERBL,1967,1,HI001648,EFS1,15003000106,21.296229,-157.710167,EDU1
Hahaione Elementary - Bldg C,595 PEPEEKEO ST,HONOLULU,96825,HI,1323300,1323300,4411,MERBL,1967,1,HI001649,EFS1,15003000106,21.296229,-157.710167,EDU1
Lincoln Elementary - Bldg H,1202 PROSPECT ST,HONOLULU,96813,HI,1323175,1323175,7561,WSF1,1956,1,HI001310,EFS1,15003004300,21.312892,-157.840543,EDU1
Liholiho Elementary - Bldg F,838 9TH AVE,HONOLULU,96816,HI,1321500,1321500,4405,MERBL,1951,1,HI001298,EFS1,15003001400,21.278976,-157.806144,EDU1
Waialua High & Interm - Bldg L,67-595A KAHUI ST,WAIALUA,96791,HI,1316100,1316100,4387,MERBL,1965,1,HI001627,EFS1,15003009901,21.565831,-158.126461,EDU1
Kalakaua Middle - Bldg U,821 KALIHI ST,HONOLULU,96817,HI,1312500,1312500,4375,MERBL,1977,1,HI001804,EFS1,15003005800,21.328319,-157.876619,EDU1
Castle High - Bldg U,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1306025,1306025,7463,WSF1,1963,1,HI001082,EFS1,15003010602,21.403144,-157.794583,EDU1
Ilima Intermediate - Bldg D,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,1301100,1301100,4337,MERBL,1962,2,HI001131,EFS1,15003008302,21.317162,-158.010902,EDU1
Highlands Intermediate - Bldg H,1460 HOOLAULEA ST,PEARL CITY,96782,HI,1292400,1292400,4308,MERBL,1963,1,HI001675,EFS1,15003008007,21.400958,-157.962619,EDU1
Ewa Elementary - Bldg C,91-1280 RENTON RD,EWA BEACH,96706,HI,1290000,1290000,4300,MERBL,1954,1,HI001095,EFS1,15003008605,21.3445,-158.034685,EDU1
Castle High - Bldg M,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1287300,1287300,4291,MERBL,1958,1,HI001079,EFS1,15003010602,21.403144,-157.794583,EDU1
Campbell High - Bldg F,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,1282500,1282500,4275,MERBL,1973,1,HI001597,EFS1,15003008302,21.315775,-158.008347,EDU1
Lehua Elementary - Bldg E,781 LEHUA AVE,PEARL CITY,96782,HI,1281000,1281000,7320,WSF1,1965,1,HI001284,EFS1,15003008100,21.388696,-157.971168,EDU1
Manoa Elementary - Bldg I,3155 MANOA RD,HONOLULU,96822,HI,1276500,1276500,4255,MERBL,1953,1,HI001349,EFS1,15003003102,21.315937,-157.80819,EDU1
Manoa Elementary - Bldg B,3155 MANOA RD,HONOLULU,96822,HI,1267500,1267500,4225,MERBL,1953,1,HI001344,EFS1,15003003102,21.315937,-157.80819,EDU1
Manoa Elementary - Bldg D,3155 MANOA RD,HONOLULU,96822,HI,1267500,1267500,4225,MERBL,1953,1,HI001346,EFS1,15003003102,21.315937,-157.80819,EDU1
Manoa Elementary - Bldg H,3155 MANOA RD,HONOLULU,96822,HI,1267500,1267500,4225,MERBL,1953,1,HI001348,EFS1,15003003102,21.315937,-157.80819,EDU1
Kaiser High - Bldg B,511 LUNALILO HOME RD,HONOLULU,96825,HI,1262975,1262975,7217,WSF1,1971,1,HI001798,EFS1,15003000105,21.284778,-157.695995,EDU1
Kaewai Elementary - Bldg G,1929 KAM IV RD,HONOLULU,96819,HI,1257300,1257300,4191,MERBL,1963,1,HI001726,EFS1,15003006301,21.344648,-157.869226,EDU1
Lanakila Elementary - Bldg F,717 N KUAKINI ST,HONOLULU,96817,HI,1257025,1257025,7183,WSF1,1965,1,HI001280,EFS1,15003004900,21.326437,-157.860702,EDU1
Kalihi Kai Elementary - Bldg B,821 KALIHI ST,HONOLULU,96817,HI,1256100,1256100,4187,MERBL,1964,1,HI001821,EFS1,15003005800,21.326556,-157.87809,EDU1
Pohakea Elementary - Bldg D,91-950 NORTH RD EWA BCH,EWA BEACH,96706,HI,1249150,1249150,7138,WSF1,1965,1,HI001498,EFS1,15003008302,21.313723,-158.009911,EDU1
Kahala Elementary - Bldg C,4559 KILAUEA AVE,HONOLULU,96816,HI,1248900,1248900,4163,MERBL,1955,1,HI001732,EFS1,15003000500,21.27322,-157.78448,EDU1
Royal Elementary - Bldg C,1519 QUEEN EMMA ST,HONOLULU,96813,HI,1248000,1248000,4160,MERBL,1951,1,HI001557,EFS1,15003004100,21.31175,-157.85378,EDU1
Nuuanu Elementary - Bldg J,3055 PUIWA LN,HONOLULU,96817,HI,1244775,1244775,7113,WSF1,1960,1,HI001441,EFS1,15003004500,21.335518,-157.835026,EDU1
Waianae Elementary - Bldg D,85-220 MCARTHUR ST,WAIANAE,96792,HI,1239600,1239600,4132,MERBL,1950,1,HI001635,EFS1,15003009701,21.445894,-158.184531,EDU1
Liliuokalani Elementary - Bldg E,3633 WAIALAE AVE,HONOLULU,96816,HI,1238125,1238125,7075,WSF2,1970,2,HI001306,EFS1,15003000800,21.281473,-157.797771,EDU1
Kipapa Elementary - Bldg I,95-440 KUAHELANI AVE,MILILANI,96789,HI,1237200,1237200,4124,MERBL,1973,1,HI001861,EFS1,15003008907,21.461394,-158.012643,EDU1
Kipapa Elementary - Bldg A,95-440 KUAHELANI AVE,MILILANI,96789,HI,1227000,1227000,4090,MERBL,1960,1,HI001857,EFS1,15003008907,21.461394,-158.012643,EDU1
Hickam Elementary - Bldg F,MANZELMAN ST,HICKAM AFB,96853,HI,1224300,1224300,4081,MERBL,1950,1,HI001662,EFS1,15003007300,21.342489,-157.963694,EDU1
Manoa Elementary - Bldg E,3155 MANOA RD,HONOLULU,96822,HI,1220625,1220625,6975,WSF1,1952,1,HI001347,EFS1,15003003102,21.315937,-157.80819,EDU1
Honowai Elementary - Bldg B,94-660 HONOWAI ST,WAIPAHU,96797,HI,1219200,1219200,4064,MERBL,1968,1,HI001116,EFS1,15003008913,21.383732,-158.026214,EDU1
Waimalu Elementary - Bldg B,98-825 MOANALUA RD,AIEA,96701,HI,1200325,1200325,6859,WSF1,1961,1,HI001644,EFS1,15003008002,21.389983,-157.950386,EDU1
Aliiolani Elementary - Bldg B,1240 7TH AVE,HONOLULU,96816,HI,1198200,1198200,3994,MERBL,1951,1,HI001056,EFS1,15003001201,21.286636,-157.804762,EDU1
Koko Head Elementary - Bldg J,189 LUNALILO HOME RD,HONOLULU,96825,HI,1191900,1191900,3973,MERBL,1969,1,HI001269,EFS1,15003000102,21.274647,-157.704478,EDU1
Kamaile Elem PCCS - Bldg C,85-180 ALA AKAU ST,WAIANAE,96792,HI,1190875,1190875,6805,WSF1,1991,1,HI001833,EFS1,15003009701,21.457086,-158.195385,EDU1
Waimanalo Elem & Inter - Bldg D,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1187700,1187700,3959,MERBL,1952,1,HI001680,EFS1,15003011301,21.345527,-157.715249,EDU1
Leihoku Elementary - Bldg C,86-285 LEIHOKU ST,WAIANAE,96792,HI,1177400,1177400,6728,WSF1,1987,1,HI001285,EFS1,15003009702,21.438689,-158.17437,EDU1
Hahaione Elementary - Bldg I,595 PEPEEKEO ST,HONOLULU,96825,HI,1176350,1176350,6722,WSF1,1967,1,HI001651,EFS1,15003000106,21.296229,-157.710167,EDU1
Leilehua High - Bldg Z,1515 CALIFORNIA AVE,WAHIAWA,96786,HI,1176000,1176000,3920,MERBL,1964,1,HI001296,EFS1,15003009200,21.500558,-158.012026,EDU1
Puuhale Elementary - Bldg B,336 MOKAUEA ST,HONOLULU,96819,HI,1175650,1175650,6718,WSF1,1973,1,HI001503,EFS1,15003005900,21.326798,-157.884154,EDU1
Kamiloiki Elementary - Bldg E,7788 HAWAII KAI DR,HONOLULU,96825,HI,1171275,1171275,6693,WSF1,1975,1,HI001240,EFS1,15003000109,21.294265,-157.684931,EDU1
Castle High - Bldg CC,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1169525,1169525,6683,WSF1,1990,1,HI001608,EFS1,15003010602,21.403144,-157.794583,EDU1
Pearl Harbor Elementary - Bldg H,3801 SALT LAKE,HONOLULU,96818,HI,1162200,1162200,3874,MERBL,1956,1,HI001482,EFS1,15003007000,21.346382,-157.930511,EDU1
Pearl Harbor Elementary - Bldg I,3801 SALT LAKE,HONOLULU,96818,HI,1162200,1162200,3874,MERBL,1956,1,HI001483,EFS1,15003007000,21.346382,-157.930511,EDU1
Kaiulani Elementary - Bldg F,783 N KING ST,HONOLULU,96817,HI,1157800,1157800,6616,WSF2,1970,2,HI001215,EFS1,15003005700,21.321205,-157.867602,EDU1
Kapolei High - Bldg D,91-5007 KAPOLEI PKWY,KAPOLEI,96707,HI,1155700,1155700,6604,WSF1,2000,1,HI001260,EFS1,15003008607,21.328589,-158.068505,EDU1
McKinley High - Bldg Q,1039 S KING ST,HONOLULU,96814,HI,1144500,1144500,6540,WSF1,1957,1,HI001366,EFS1,15003003700,21.299169,-157.848306,EDU1
Castle High - Bldg C,45-386 KANEOHE BAY DR,KANEOHE,96744,HI,1140000,1140000,3800,MERBL,1955,1,HI001607,EFS1,15003010602,21.403144,-157.794583,EDU1
Kalani High - Bldg F,4686 KALANIANAOLE HWY,HONOLULU,96821,HI,1140000,1140000,3800,MERBL,1958,1,HI001810,EFS1,15003000402,21.278553,-157.774256,EDU1
Kaimiloa Elem - Bldg B,91-1028 KAUNOLU ST,EWA BEACH,96706,HI,1131375,1131375,6465,WSF1,1978,1,HI001771,EFS1,15003008302,21.319207,-158.009188,EDU1
Mokulele Elementary - Bldg E,3903 KAM HWY,HICKAM AFB,96853,HI,1129275,1129275,6453,WSF1,1961,1,HI001420,EFS1,15003007200,21.342974,-157.940894,EDU1
Wheeler Middle - Bldg J,1 WILIKINA DR,WAHIAWA,96786,HI,1128000,1128000,3760,MERBL,1978,1,HI001898,EFS1,15003009000,21.486605,-158.038808,EDU1
Salt Lake Elem - Bldg A,1131 ALA LILIKOI,HONOLULU,96819,HI,1125250,1125250,6430,WSF1,1972,1,HI001558,EFS1,15003006805,21.35171,-157.91178,EDU1
Ewa Elementary - Bldg K,91-1280 RENTON RD,EWA BEACH,96706,HI,1119125,1119125,6395,WSF1,1979,1,HI001099,EFS1,15003008605,21.3445,-158.034685,EDU1
Ahuimanu Elementary - Bldg A,47-470 HUI AEKO PL,KANEOHE,96744,HI,1115975,1115975,6377,WSF1,1976,1,HI001014,EFS1,15003010306,21.435032,-157.830373,EDU1
