,NAME,ADDRESS,CITY,ZIPCODE,STATEA,BUILDING_COST,CONTENT_COST,BUILDING_AREA,HUSBT,YEARBUILT,NUMSTORIES,SCHOOLID,EFCLASS,TRACT,LATITUDE,LONGITUDE,OCCUPANCY,CENSUSBLOCK,TERRAINID
813,Likelike Elementary - Bldg C,1618 PALAMA ST,HONOLULU,96817,HI,4000200,4000200,13334,MERBL,1966,2,HI001302,EFS1,15003005600,21.324886,-157.864201,EDU1,1.5003E+14,4
814,Likelike Elementary - Bldg B,1618 PALAMA ST,HONOLULU,96817,HI,3916200,3916200,13054,MERBL,1965,2,HI001301,EFS1,15003005600,21.324886,-157.864201,EDU1,1.5003E+14,4
815,Maemae Elementary - Bldg D,319 WYLLIE ST,HONOLULU,96817,HI,3969300,3969300,13231,MERBL,1956,2,HI001316,EFS1,15003004700,21.328516,-157.847599,EDU1,1.5003E+14,4
816,Maemae Elementary - Bldg F,319 WYLLIE ST,HONOLULU,96817,HI,3439800,3439800,11466,MERBL,1965,2,HI001318,EFS1,15003004700,21.328516,-157.847599,EDU1,1.5003E+14,4
817,Maemae Elementary - Bldg J,319 WYLLIE ST,HONOLULU,96817,HI,1516800,1516800,5056,MERBL,1950,1,HI001319,EFS1,15003004700,21.328516,-157.847599,EDU1,1.5003E+14,4
818,Maemae Elementary - Bldg B,319 WYLLIE ST,HONOLULU,96817,HI,1458300,1458300,4861,MERBL,1953,1,HI001315,EFS1,15003004700,21.328516,-157.847599,EDU1,1.5003E+14,4
819,Maemae Elementary - Bldg K,319 WYLLIE ST,HONOLULU,96817,HI,1449900,1449900,4833,MERBL,1954,1,HI001320,EFS1,15003004700,21.328516,-157.847599,EDU1,1.5003E+14,4
820,Puohala Elementary - Bldg C,45-235 KULAULI ST,KANEOHE,96744,HI,3962100,3962100,13207,MERBL,1967,2,HI001501,EFS1,15003010601,21.409752,-157.791013,EDU1,1.5003E+14,4
821,Puohala Elementary - Bldg B,45-235 KULAULI ST,KANEOHE,96744,HI,3624000,3624000,12080,MERBL,1967,2,HI001500,EFS1,15003010601,21.409752,-157.791013,EDU1,1.5003E+14,4
822,Puohala Elementary - Bldg A,45-235 KULAULI ST,KANEOHE,96744,HI,3537900,3537900,11793,MERBL,1967,2,HI001499,EFS1,15003010601,21.409752,-157.791013,EDU1,1.5003E+14,4
823,Kahaluu Elementary - Bldg B,47-248 WAIHEE RD,KANEOHE,96744,HI,3928800,3928800,13096,MERBL,1967,1,HI001741,EFS1,15003010303,21.457379,-157.845865,EDU1,1.5003E+14,3
824,Kahaluu Elementary - Bldg C,47-248 WAIHEE RD,KANEOHE,96744,HI,2432100,2432100,8107,MERBL,1963,1,HI001142,EFS1,15003010303,21.457379,-157.845865,EDU1,1.5003E+14,3
825,Kahaluu Elementary - Bldg A,47-248 WAIHEE RD,KANEOHE,96744,HI,1929000,1929000,6430,MERBL,1963,1,HI001739,EFS1,15003010303,21.457379,-157.845865,EDU1,1.5003E+14,3
826,Kahaluu Elementary - Bldg D,47-248 WAIHEE RD,KANEOHE,96744,HI,1902600,1902600,6342,MERBL,1963,1,HI001143,EFS1,15003010303,21.457379,-157.845865,EDU1,1.5003E+14,3
827,Kahaluu Elementary - Bldg E,47-248 WAIHEE RD,KANEOHE,96744,HI,876600,876600,2922,MERBL,1969,1,HI001146,EFS1,15003010303,21.457379,-157.845865,EDU1,1.5003E+14,3
828,Noelani Elementary - Bldg A,2667 WOODLAWN DR,HONOLULU,96822,HI,3917400,3917400,13058,MERBL,1962,2,HI001438,EFS1,15003002900,21.305754,-157.811801,EDU1,1.5003E+14,4
829,Makaha Elementary - Bldg A,84-224 ALA NAAUAO PL,WAIANAE,96792,HI,3910800,3910800,13036,MERBL,1961,2,HI001326,EFS1,15003009802,21.470539,-158.212105,EDU1,1.5003E+14,3
830,Makaha Elementary - Bldg B,84-224 ALA NAAUAO PL,WAIANAE,96792,HI,3885600,3885600,12952,MERBL,1961,2,HI001327,EFS1,15003009802,21.470539,-158.212105,EDU1,1.5003E+14,3
831,Makaha Elementary - Bldg C,84-224 ALA NAAUAO PL,WAIANAE,96792,HI,2369700,2369700,7899,MERBL,1961,1,HI001328,EFS1,15003009802,21.470539,-158.212105,EDU1,1.5003E+14,3
832,Makaha Elementary - Bldg D,84-224 ALA NAAUAO PL,WAIANAE,96792,HI,1937700,1937700,6459,MERBL,1962,1,HI001329,EFS1,15003009802,21.470539,-158.212105,EDU1,1.5003E+14,3
833,Pearl Harbor Kai Elem - Bldg C,99-659 KAM HWY,HONOLULU,96818,HI,3895200,3895200,12984,MERBL,1959,2,HI001486,EFS1,15003007400,21.34907,-157.938152,EDU1,1.5003E+14,4
834,Pearl Harbor Kai Elem - Bldg B,99-659 KAM HWY,HONOLULU,96818,HI,3607200,3607200,12024,MERBL,1960,2,HI001485,EFS1,15003007400,21.34907,-157.938152,EDU1,1.5003E+14,4
835,Pearl Harbor Kai Elem - Bldg I,99-659 KAM HWY,HONOLULU,96818,HI,2586300,2586300,8621,MERBL,1968,2,HI001488,EFS1,15003007400,21.34907,-157.938152,EDU1,1.5003E+14,4
836,Niu Valley Middle - Bldg C,310 HALEMAUMAU ST,HONOLULU,96821,HI,3893400,3893400,12978,MERBL,1963,2,HI001436,EFS1,15003000200,21.285289,-157.740266,EDU1,1.5003E+14,4
837,Niu Valley Middle - Bldg B,310 HALEMAUMAU ST,HONOLULU,96821,HI,2835600,2835600,9452,MERBL,1956,2,HI001435,EFS1,15003000200,21.285289,-157.740266,EDU1,1.5003E+14,4
838,Niu Valley Middle - Bldg A,310 HALEMAUMAU ST,HONOLULU,96821,HI,2820900,2820900,9403,MERBL,1956,2,HI001434,EFS1,15003000200,21.285289,-157.740266,EDU1,1.5003E+14,4
839,Niu Valley Middle - Bldg I,310 HALEMAUMAU ST,HONOLULU,96821,HI,612000,612000,2040,MERBL,1958,1,HI001437,EFS1,15003000200,21.285289,-157.740266,EDU1,1.5003E+14,4
840,Kapunahala Elementary - Bldg B,45-800 ANOI RD,KANEOHE,96744,HI,3883800,3883800,12946,MERBL,1962,2,HI001263,EFS1,15003010302,21.407895,-157.803996,EDU1,1.5003E+14,4
841,Kapunahala Elementary - Bldg C,45-800 ANOI RD,KANEOHE,96744,HI,3883800,3883800,12946,MERBL,1963,2,HI001264,EFS1,15003010302,21.407895,-157.803996,EDU1,1.5003E+14,4
842,Kapunahala Elementary - Bldg A,45-800 ANOI RD,KANEOHE,96744,HI,2224200,2224200,7414,MERBL,1962,1,HI001262,EFS1,15003010302,21.407895,-157.803996,EDU1,1.5003E+14,4
843,Kapunahala Elementary - Bldg B,45-800 Anoi Rd,Kaneohe,96744,HI,3883.8,3883.8,12946,MERBL,1962,2,HI000649,EFS1,15003010308,21.4079,-157.804,EDU1,1.5003E+14,4
844,Kapunahala Elementary - Bldg C,45-800 Anoi Rd,Kaneohe,96744,HI,3883.8,3883.8,12946,MERBL,1963,2,HI000650,EFS1,15003010308,21.4079,-157.804,EDU1,1.5003E+14,4
845,Kapunahala Elementary - Bldg A,45-800 Anoi Rd,Kaneohe,96744,HI,2224.2,2224.2,7414,MERBL,1962,1,HI000648,EFS1,15003010308,21.4079,-157.804,EDU1,1.5003E+14,4
846,Ewa Beach Elem - Bldg C,91-740 PAPIPI RD,EWA BEACH,96706,HI,3820800,3820800,12736,MERBL,1959,2,HI001091,EFS1,15003008402,21.315444,-158.015033,EDU1,1.5003E+14,4
847,Ewa Beach Elem - Bldg I,91-740 PAPIPI RD,EWA BEACH,96706,HI,2576100,2576100,8587,MERBL,1997,1,HI001094,EFS1,15003008402,21.315444,-158.015033,EDU1,1.5003E+14,4
848,Ewa Beach Elem - Bldg E,91-740 PAPIPI RD,EWA BEACH,96706,HI,1449600,1449600,4832,MERBL,1961,1,HI001092,EFS1,15003008402,21.315444,-158.015033,EDU1,1.5003E+14,4
849,Ewa Beach Elem - Bldg G,91-740 PAPIPI RD,EWA BEACH,96706,HI,569400,569400,1898,MERBL,1962,1,HI001093,EFS1,15003008402,21.315444,-158.015033,EDU1,1.5003E+14,4
850,Waialae Elementary PCS - Bldg B,1045 19TH AVE,HONOLULU,96816,HI,3819900,3819900,12733,MERBL,1965,2,HI001622,EFS1,15003000700,21.276112,-157.792563,EDU1,1.5003E+14,4
851,Aliamanu Intermediate - Bldg D,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3796800,3796800,12656,MERBL,1960,2,HI001552,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
852,Aliamanu Intermediate - Bldg B,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3747000,3747000,12490,MERBL,1959,2,HI001548,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
853,Aliamanu Intermediate - Bldg E,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3529800,3529800,11766,MERBL,1960,1,HI001048,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
854,Aliamanu Intermediate - Bldg C,3271 SALT LAKE BLVD,HONOLULU,96819,HI,3292200,3292200,10974,MERBL,1959,2,HI001550,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
855,Aliamanu Intermediate - Bldg F,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1769100,1769100,5897,MERBL,1962,1,HI001050,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
856,Aliamanu Intermediate - Bldg A,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1648800,1648800,5496,MERBL,1959,2,HI001546,EFS1,15003007000,21.342814,-157.915655,EDU1,1.5003E+14,4
857,Aliamanu Elementary - Bldg F,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1958,1,HI001540,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
858,Aliamanu Elementary - Bldg G,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1960,1,HI001542,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
859,Aliamanu Elementary - Bldg H,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1420800,1420800,4736,MERBL,1960,1,HI001544,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
860,Aliamanu Elem - Bldg A,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001530,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
861,Aliamanu Elementary - Bldg B,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001532,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
862,Aliamanu Elementary - Bldg C,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001534,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
863,Aliamanu Elementary - Bldg D,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001536,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
864,Aliamanu Elementary - Bldg E,3271 SALT LAKE BLVD,HONOLULU,96819,HI,1368000,1368000,4560,MERBL,1958,1,HI001538,EFS1,15003007000,21.342941,-157.913366,EDU1,1.5003E+14,4
865,Kaala Elementary - Bldg D,130 CALIFORNIA AVE,WAHIAWA,96786,HI,3795300,3795300,12651,MERBL,1959,2,HI001719,EFS1,15003009400,21.494287,-158.036533,EDU1,1.5003E+14,4
866,Kaala Elementary - Bldg A,130 CALIFORNIA AVE,WAHIAWA,96786,HI,1857300,1857300,6191,MERBL,1958,1,HI001718,EFS1,15003009400,21.494287,-158.036533,EDU1,1.5003E+14,4
867,Kalakaua Middle - Bldg L,821 KALIHI ST,HONOLULU,96817,HI,3768000,3768000,12560,MERBL,1963,2,HI001231,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
868,Kalakaua Middle - Bldg E,821 KALIHI ST,HONOLULU,96817,HI,3600000,3600000,12000,MERBL,1965,2,HI001228,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
869,Kalakaua Middle - Bldg N,821 KALIHI ST,HONOLULU,96817,HI,2876400,2876400,9588,MERBL,1971,2,HI001233,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
870,Kalakaua Middle - Bldg R,821 KALIHI ST,HONOLULU,96817,HI,2864100,2864100,9547,MERBL,1973,2,HI001235,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
871,Kalakaua Middle - Bldg O,821 KALIHI ST,HONOLULU,96817,HI,2850000,2850000,9500,MERBL,1971,2,HI001234,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
872,Kalakaua Middle - Bldg F,821 KALIHI ST,HONOLULU,96817,HI,2821500,2821500,9405,MERBL,1961,1,HI001229,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
873,Kalakaua Middle - Bldg K,821 KALIHI ST,HONOLULU,96817,HI,2089800,2089800,6966,MERBL,1967,1,HI001230,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
874,Kalakaua Middle - Bldg M,821 KALIHI ST,HONOLULU,96817,HI,1333200,1333200,4444,MERBL,1971,1,HI001232,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
875,Kalakaua Middle - Bldg U,821 KALIHI ST,HONOLULU,96817,HI,1312500,1312500,4375,MERBL,1977,1,HI001804,EFS1,15003005800,21.328319,-157.876619,EDU1,1.5003E+14,4
876,Aliiolani Elementary - Bldg A,1240 7TH AVE,HONOLULU,96816,HI,3686400,3686400,12288,MERBL,1963,2,HI001054,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
877,Aliiolani Elementary - Bldg F,1240 7TH AVE,HONOLULU,96816,HI,3274200,3274200,10914,MERBL,1966,2,HI001063,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
878,Aliiolani Elementary - Bldg H,1240 7TH AVE,HONOLULU,96816,HI,1962900,1962900,6543,MERBL,1967,1,HI001065,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
879,Aliiolani Elementary - Bldg B,1240 7TH AVE,HONOLULU,96816,HI,1198200,1198200,3994,MERBL,1951,1,HI001056,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
880,Aliiolani Elementary - Bldg D,1240 7TH AVE,HONOLULU,96816,HI,1008300,1008300,3361,MERBL,1951,1,HI001060,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
881,Aliiolani Elementary - Bldg C,1240 7TH AVE,HONOLULU,96816,HI,800100,800100,2667,MERBL,1953,1,HI001058,EFS1,15003001201,21.286636,-157.804762,EDU1,1.5003E+14,4
882,Royal Elementary - Bldg A,1519 QUEEN EMMA ST,HONOLULU,96813,HI,3656100,3656100,12187,MERBL,1967,2,HI001555,EFS1,15003004100,21.31175,-157.85378,EDU1,1.5003E+14,4
883,Royal Elementary - Bldg B,1519 QUEEN EMMA ST,HONOLULU,96813,HI,3561300,3561300,11871,MERBL,1965,2,HI001556,EFS1,15003004100,21.31175,-157.85378,EDU1,1.5003E+14,4
884,Royal Elementary - Bldg C,1519 QUEEN EMMA ST,HONOLULU,96813,HI,1248000,1248000,4160,MERBL,1951,1,HI001557,EFS1,15003004100,21.31175,-157.85378,EDU1,1.5003E+14,4
885,Lanakila Elementary - Bldg C,717 N KUAKINI ST,HONOLULU,96817,HI,3537600,3537600,11792,MERBL,1966,2,HI001278,EFS1,15003004900,21.326437,-157.860702,EDU1,1.5003E+14,4
886,Lanakila Elementary - Bldg D,717 N KUAKINI ST,HONOLULU,96817,HI,3537600,3537600,11792,MERBL,1967,2,HI001279,EFS1,15003004900,21.326437,-157.860702,EDU1,1.5003E+14,4
887,Shafter Elementary - Bldg A,2508 KAUA ST,FORT SHAFTER,96858,HI,3470100,3470100,11567,MERBL,1966,2,HI001561,EFS1,15003006600,21.341911,-157.884695,EDU1,1.5003E+14,4
888,Waimanalo Elem & Inter - Bldg Q,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,3460500,3460500,11535,MERBL,1962,1,HI001683,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
889,Waimanalo Elem & Inter - Bldg N,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1511100,1511100,5037,MERBL,1955,1,HI001681,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
890,Waimanalo Elem & Inter - Bldg U,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1416600,1416600,4722,MERBL,1972,1,HI001687,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
891,Waimanalo Elem & Inter - Bldg O,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1336800,1336800,4456,MERBL,1961,1,HI001682,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
892,Waimanalo Elem & Inter - Bldg D,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,1187700,1187700,3959,MERBL,1952,1,HI001680,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
893,Waimanalo Elem & Inter - Bldg C,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,993900,993900,3313,MERBL,1950,1,HI001679,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
894,Waimanalo Elem & Inter - Bldg V,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,986400,986400,3288,MERBL,1972,1,HI001688,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
895,Waimanalo Elem & Inter - Bldg T,41-1312 KALANIANAOLE HWY,WAIMANALO,96795,HI,539700,539700,1799,MERBL,1972,1,HI001686,EFS1,15003011301,21.345527,-157.715249,EDU1,1.5003E+14,4
896,Waimanalo Elem & Inter - Bldg Q,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,3460.5,3460.5,11535,MERBL,1962,1,HI001008,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
897,Waimanalo Elem & Inter - Bldg N,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,1511.1,1511.1,5037,MERBL,1955,1,HI001006,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
898,Waimanalo Elem & Inter - Bldg U,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,1416.6,1416.6,4722,MERBL,1972,1,HI001012,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
899,Waimanalo Elem & Inter - Bldg O,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,1336.8,1336.8,4456,MERBL,1961,1,HI001007,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
900,Waimanalo Elem & Inter - Bldg D,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,1187.7,1187.7,3959,MERBL,1952,1,HI001005,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
901,Waimanalo Elem & Inter - Bldg C,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,993.9,993.9,3313,MERBL,1950,1,HI001004,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
902,Waimanalo Elem & Inter - Bldg V,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,986.4,986.4,3288,MERBL,1972,1,HI001013,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
903,Waimanalo Elem & Inter - Bldg T,41-1312 Kalanianaole Hwy,Waimanalo,96795,HI,539.7,539.7,1799,MERBL,1972,1,HI001011,EFS1,15003011300,21.34553,-157.71525,EDU1,1.5003E+14,4
904,Mokulele Elementary - Bldg F,3903 KAM HWY,HICKAM AFB,96853,HI,3459600,3459600,11532,MERBL,1967,2,HI001421,EFS1,15003007200,21.342974,-157.940894,EDU1,1.5003E+14,4
905,Mokulele Elementary - Bldg C,3903 KAM HWY,HICKAM AFB,96853,HI,3444000,3444000,11480,MERBL,1961,2,HI001419,EFS1,15003007200,21.342974,-157.940894,EDU1,1.5003E+14,4
906,Mokulele Elementary - Bldg A,3903 KAM HWY,HICKAM AFB,96853,HI,1348800,1348800,4496,MERBL,1960,1,HI001417,EFS1,15003007200,21.342974,-157.940894,EDU1,1.5003E+14,4
907,Mokulele Elementary - Bldg B,3903 KAM HWY,HICKAM AFB,96853,HI,1348800,1348800,4496,MERBL,1960,1,HI001418,EFS1,15003007200,21.342974,-157.940894,EDU1,1.5003E+14,4
908,Keolu Elementary - Bldg C,1420 KEOLU DR,KAILUA,96734,HI,3449400,3449400,11498,MERBL,1962,2,HI001846,EFS1,15003011104,21.37171,-157.735878,EDU1,1.5003E+14,4
909,Keolu Elementary - Bldg B,1420 KEOLU DR,KAILUA,96734,HI,3402000,3402000,11340,MERBL,1961,2,HI001845,EFS1,15003011104,21.37171,-157.735878,EDU1,1.5003E+14,4
910,Keolu Elementary - Bldg D,1420 KEOLU DR,KAILUA,96734,HI,2385300,2385300,7951,MERBL,1961,1,HI001847,EFS1,15003011104,21.37171,-157.735878,EDU1,1.5003E+14,4
911,Keolu Elementary - Bldg A,1420 KEOLU DR,KAILUA,96734,HI,1972800,1972800,6576,MERBL,1961,1,HI001844,EFS1,15003011104,21.37171,-157.735878,EDU1,1.5003E+14,4
912,Pauoa Elementary - Bldg D,2301 PAUOA,HONOLULU,96813,HI,3443700,3443700,11479,MERBL,1967,2,HI001454,EFS1,15003004400,21.318615,-157.843998,EDU1,1.5003E+14,4
913,Lehua Elementary - Bldg A,781 LEHUA AVE,PEARL CITY,96782,HI,3425100,3425100,11417,MERBL,1965,2,HI001281,EFS1,15003008100,21.388696,-157.971168,EDU1,1.5003E+14,4
914,Lehua Elementary - Bldg B,781 LEHUA AVE,PEARL CITY,96782,HI,3425100,3425100,11417,MERBL,1965,2,HI001282,EFS1,15003008100,21.388696,-157.971168,EDU1,1.5003E+14,4
915,Lehua Elementary - Bldg A,781 Lehua Ave,Pearl City,96782,HI,3425.1,3425.1,11417,MERBL,1965,2,HI000699,EFS1,15003011400,21.3887,-157.97117,EDU1,1.5003E+14,4
916,Lehua Elementary - Bldg B,781 Lehua Ave,Pearl City,96782,HI,3425.1,3425.1,11417,MERBL,1965,2,HI000700,EFS1,15003011400,21.3887,-157.97117,EDU1,1.5003E+14,4
917,Moanalua Elem - Bldg A,1337 MAHIOLE ST,HONOLULU,96819,HI,3415800,3415800,11386,MERBL,1961,2,HI001391,EFS1,15003006701,21.348887,-157.891791,EDU1,1.5003E+14,4
918,Moanalua Elem - Bldg B,1337 MAHIOLE ST,HONOLULU,96819,HI,3415800,3415800,11386,MERBL,1961,2,HI001392,EFS1,15003006701,21.348887,-157.891791,EDU1,1.5003E+14,4
919,Moanalua Middle - Bldg D,1289 MAHIOLE ST,HONOLULU,96819,HI,3177900,3177900,10593,MERBL,1968,2,HI001405,EFS1,15003006701,21.349755,-157.893408,EDU1,1.5003E+14,4
920,Moanalua Middle - Bldg E,1289 MAHIOLE ST,HONOLULU,96819,HI,3141000,3141000,10470,MERBL,1969,2,HI001406,EFS1,15003006701,21.349755,-157.893408,EDU1,1.5003E+14,4
921,Moanalua Middle - Bldg C,1289 MAHIOLE ST,HONOLULU,96819,HI,3086700,3086700,10289,MERBL,1968,2,HI001404,EFS1,15003006701,21.349755,-157.893408,EDU1,1.5003E+14,4
922,Moanalua Middle - Bldg K,1289 MAHIOLE ST,HONOLULU,96819,HI,2029800,2029800,6766,MERBL,1968,1,HI001409,EFS1,15003006701,21.349755,-157.893408,EDU1,1.5003E+14,4
923,Moanalua Middle - Bldg F,1289 MAHIOLE ST,HONOLULU,96819,HI,1765200,1765200,5884,MERBL,1976,2,HI001407,EFS1,15003006701,21.349755,-157.893408,EDU1,1.5003E+14,4
924,Moanalua Elem - Bldg F,1337 MAHIOLE ST,HONOLULU,96819,HI,1562100,1562100,5207,MERBL,1971,1,HI001394,EFS1,15003006701,21.348887,-157.891791,EDU1,1.5003E+14,4
925,Wahiawa Middle - Bldg A,275 ROSE ST WAHI,WAHIAWA,96786,HI,3405600,3405600,11352,MERBL,1961,2,HI001583,EFS1,15003009000,21.49405,-158.018641,EDU1,1.5004E+14,4
926,Wahiawa Middle - Bldg B,275 ROSE ST WAHI,WAHIAWA,96786,HI,3397200,3397200,11324,MERBL,1963,2,HI001584,EFS1,15003009000,21.49405,-158.018641,EDU1,1.5004E+14,4
927,Wahiawa Middle - Bldg C,275 ROSE ST WAHI,WAHIAWA,96786,HI,3397200,3397200,11324,MERBL,1963,2,HI001616,EFS1,15003009000,21.49405,-158.018641,EDU1,1.5004E+14,4
928,Wahiawa Middle - Bldg H,275 ROSE ST WAHI,WAHIAWA,96786,HI,1500300,1500300,5001,MERBL,1963,1,HI001617,EFS1,15003009000,21.49405,-158.018641,EDU1,1.5004E+14,4
929,Hickam Elementary - Bldg K,MANZELMAN ST,HICKAM AFB,96853,HI,3396000,3396000,11320,MERBL,1965,2,HI001666,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
930,Hickam Elementary - Bldg C,MANZELMAN ST,HICKAM AFB,96853,HI,2334000,2334000,7780,MERBL,1950,1,HI001668,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
931,Hickam Elementary - Bldg H,MANZELMAN ST,HICKAM AFB,96853,HI,1426800,1426800,4756,MERBL,1950,1,HI001664,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
932,Hickam Elementary - Bldg F,MANZELMAN ST,HICKAM AFB,96853,HI,1224300,1224300,4081,MERBL,1950,1,HI001662,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
933,Hickam Elementary - Bldg I,MANZELMAN ST,HICKAM AFB,96853,HI,775800,775800,2586,MERBL,1950,1,HI001665,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
934,Hickam Elementary - Bldg E,MANZELMAN ST,HICKAM AFB,96853,HI,621000,621000,2070,MERBL,1950,1,HI001669,EFS1,15003007300,21.342489,-157.963694,EDU1,1.5003E+14,4
935,Hickam Elementary - Bldg K,Manzelman St,Hickam AFB ,96853,HI,3396,3396,11320,MERBL,1965,2,HI000424,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
936,Hickam Elementary - Bldg C,Manzelman St,Hickam AFB ,96853,HI,2334,2334,7780,MERBL,1950,1,HI000426,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
937,Hickam Elementary - Bldg H,Manzelman St,Hickam AFB ,96853,HI,1426.8,1426.8,4756,MERBL,1950,1,HI000422,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
938,Hickam Elementary - Bldg F,Manzelman St,Hickam AFB ,96853,HI,1224.3,1224.3,4081,MERBL,1950,1,HI000420,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
939,Hickam Elementary - Bldg I,Manzelman St,Hickam AFB ,96853,HI,775.8,775.8,2586,MERBL,1950,1,HI000423,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
940,Hickam Elementary - Bldg E,Manzelman St,Hickam AFB ,96853,HI,621,621,2070,MERBL,1950,1,HI000427,EFS1,15003007302,21.34249,-157.96369,EDU1,1.5003E+14,4
941,Lunalilo Elementary - Bldg B,810 PUMEHANA ST,HONOLULU,96826,HI,3391800,3391800,11306,MERBL,1964,2,HI001312,EFS1,15003002500,21.292303,-157.83316,EDU1,1.5003E+14,4
942,Lunalilo Elementary - Bldg C,810 PUMEHANA ST,HONOLULU,96826,HI,3365400,3365400,11218,MERBL,1966,2,HI001313,EFS1,15003002500,21.292303,-157.83316,EDU1,1.5003E+14,4
