OBJECTID,CensusBlock,SURFACEROUGHNESS,SRIndex
9386,150030108021054,0.45500000,0.46000000
9387,150030107012005,0.49100000,0.49000000
9388,150030108021035,0.43300000,0.43000000
9389,150030110002011,0.52200000,0.52000000
9390,150030108021050,0.30100000,0.30000000
9391,150030108021007,0.37900000,0.38000000
9392,150030108012005,0.35200000,0.35000000
9393,150030107011003,0.29800000,0.30000000
9394,150030113001019,0.50600000,0.51000000
9395,150030113001014,0.38900000,0.39000000
9396,150030103061007,0.46600000,0.47000000
9397,150030089281015,0.49500000,0.50000000
9398,150030089281008,0.51400000,0.51000000
9399,150030083011074,0.46400000,0.46000000
9400,150030083013015,0.62700000,0.63000000
9401,150030083011019,0.33300000,0.33000000
9402,150030083011002,0.15900000,0.16000000
9403,150030083013023,0.25000000,0.25000000
9404,150030086222012,0.46900000,0.47000000
9405,150030086222004,0.49600000,0.50000000
9406,150030086222007,0.47400000,0.47000000
9407,150030085021081,0.33700000,0.34000000
9408,150030085021142,0.43300000,0.43000000
9409,150030085021146,0.44100000,0.44000000
9410,150030085021111,0.45200000,0.45000000
9411,150030085021121,0.45400000,0.45000000
9412,150030085021124,0.45400000,0.45000000
9413,150030085021104,0.45400000,0.45000000
9414,150030085021107,0.40900000,0.41000000
9415,150030089141000,0.53400000,0.53000000
9416,150030080031003,0.47100000,0.47000000
9417,150030080031013,0.47100000,0.47000000
9418,150030080031012,0.47600000,0.48000000
9419,150030080031004,0.48700000,0.49000000
9420,150030080031005,0.48600000,0.49000000
9421,150030084112000,0.46900000,0.47000000
9422,150030089063010,0.39500000,0.40000000
9423,150030080022010,0.51600000,0.52000000
9424,150030080022014,0.51500000,0.52000000
9425,150030080022008,0.50400000,0.50000000
9426,150030077023022,0.47100000,0.47000000
9427,150030089203002,0.46900000,0.47000000
9428,150030075021023,0.49400000,0.49000000
9429,150030006002003,0.29000000,0.29000000
9430,150030068091002,0.48100000,0.48000000
9431,150030005005008,0.36200000,0.36000000
9432,150030005005003,0.39700000,0.40000000
9433,150030005005016,0.44400000,0.44000000
9434,150030005005018,0.34200000,0.34000000
9435,150030021001011,0.47800000,0.48000000
9436,150030046002008,0.46700000,0.47000000
9437,150030068023006,0.45900000,0.46000000
9438,150030004022014,0.29300000,0.29000000
9439,150030063021001,0.57900000,0.58000000
9440,150030023002008,0.49800000,0.50000000
9441,150030024012003,0.48700000,0.49000000
9442,150030022012003,0.41300000,0.41000000
9443,150030038001001,0.49600000,0.50000000
9444,150030038003008,0.54200000,0.54000000
9445,150030041002014,0.48100000,0.48000000
9446,150030034033002,0.44500000,0.44000000
9447,150030044002011,0.48700000,0.49000000
9448,150030056003001,0.52500000,0.52000000
9449,150030060002008,0.53800000,0.54000000
9450,150030060002010,0.53200000,0.53000000
9451,150030066001014,0.39500000,0.40000000
9452,150030041002015,0.48100000,0.48000000
9453,150030111031000,0.49200000,0.49000000
9454,150030109031000,0.47200000,0.47000000
9455,150030107012008,0.44800000,0.45000000
9456,150030108011006,0.40500000,0.40000000
9457,150030089281013,0.49500000,0.50000000
9458,150030080061012,0.52300000,0.52000000
9459,150030083013016,0.59000000,0.59000000
9460,150030083011018,0.30400000,0.30000000
9461,150030083011006,0.09700000,0.10000000
9462,150030083011005,0.13300000,0.13000000
9463,150030087031016,0.05800000,0.06000000
9464,150030083012005,0.45200000,0.45000000
9465,150030086222013,0.47700000,0.48000000
9466,150030086222014,0.46200000,0.46000000
9467,150030086222000,0.37300000,0.37000000
9468,150030085021098,0.45200000,0.45000000
9469,150030085021151,0.50800000,0.51000000
9470,150030085021183,0.30200000,0.30000000
9471,150030083011039,0.45400000,0.45000000
9472,150030083013005,0.49600000,0.50000000
9473,150030083011066,0.62000000,0.62000000
9474,150030086091010,0.28200000,0.28000000
9475,150030086092001,0.23800000,0.24000000
9476,150030086092004,0.18900000,0.19000000
9477,150030075032031,0.44600000,0.45000000
9478,150030075032023,0.45500000,0.46000000
9479,150030089201007,0.57800000,0.58000000
9480,150030089211015,0.45900000,0.46000000
9481,150030073031036,0.35900000,0.36000000
9482,150030073031003,0.50300000,0.50000000
9483,150030073031029,0.32400000,0.32000000
9484,150030086142025,0.22300000,0.22000000
9485,150030073022001,0.48900000,0.49000000
9486,150030069002011,0.51800000,0.52000000
9487,150030068022004,0.44200000,0.44000000
9488,150030066001058,0.47900000,0.48000000
9489,150030035012001,0.52000000,0.52000000
9490,150030041002004,0.47200000,0.47000000
9491,150030041002021,0.49300000,0.49000000
9492,150030043001010,0.42500000,0.42000000
9493,150030043001011,0.43400000,0.43000000
9494,150030065002006,0.60000000,0.60000000
9495,150030065002007,0.57200000,0.57000000
9496,150030068052004,0.46600000,0.47000000
9497,150030068053003,0.40600000,0.41000000
9498,150030061002006,0.52400000,0.52000000
9499,150030065001001,0.58200000,0.58000000
9500,150030065001011,0.63400000,0.63000000
9501,150030103064003,0.25900000,0.26000000
9502,150030103051017,0.49600000,0.50000000
9503,150039400011032,0.10700000,0.11000000
9504,150030110001001,0.48200000,0.48000000
9505,150030105052005,0.46900000,0.47000000
9506,150030105052000,0.47800000,0.48000000
9507,150030111063004,0.37200000,0.37000000
9508,150030111063003,0.32300000,0.32000000
9509,150030111062010,0.38900000,0.39000000
9510,150030109011008,0.44700000,0.45000000
9511,150039807001047,0.59300000,0.59000000
9512,150030091002020,0.45000000,0.45000000
9513,150030090001005,0.59400000,0.59000000
9514,150030095031035,0.41600000,0.42000000
9515,150039806001045,0.44600000,0.45000000
9516,150030091002031,0.40200000,0.40000000
9517,150030095031029,0.52500000,0.52000000
9518,150039807001043,0.68900000,0.69000000
9519,150039807001051,0.67600000,0.68000000
9520,150039807001024,0.44700000,0.45000000
9521,150039807001008,0.65900000,0.66000000
9522,150039806001013,0.37700000,0.38000000
9523,150039806001004,0.42700000,0.43000000
9524,150030095031033,0.47200000,0.47000000
9525,150030090001047,0.41200000,0.41000000
9526,150030089261004,0.32700000,0.33000000
9527,150030073021036,0.50900000,0.51000000
9528,150030073021054,0.46400000,0.46000000
9529,150030073021052,0.47900000,0.48000000
9530,150030073021053,0.46700000,0.47000000
9531,150030073022025,0.47700000,0.48000000
9532,150030073022048,0.50600000,0.51000000
9533,150030073022011,0.48500000,0.48000000
9534,150030073022023,0.49100000,0.49000000
9535,150030073022015,0.50400000,0.50000000
9536,150030080032009,0.51600000,0.52000000
9537,150030080031010,0.46200000,0.46000000
9538,150030084081001,0.36800000,0.37000000
9539,150030045004001,0.45500000,0.46000000
9540,150030064022003,0.55500000,0.56000000
9541,150030064022006,0.61000000,0.61000000
9542,150030064022014,0.61500000,0.62000000
9543,150030064022017,0.57700000,0.58000000
9544,150030037001001,0.47200000,0.47000000
9545,150030037002026,0.50800000,0.51000000
9546,150030037001000,0.49100000,0.49000000
9547,150030037002023,0.50300000,0.50000000
9548,150030034031000,0.45400000,0.45000000
9549,150030040002002,0.35800000,0.36000000
9550,150030040002017,0.38300000,0.38000000
9551,150030030004008,0.46600000,0.47000000
9552,150030046001012,0.55300000,0.55000000
9553,150030060003003,0.53300000,0.53000000
9554,150030060003002,0.53500000,0.54000000
9555,150030060003001,0.53500000,0.54000000
9556,150030051001006,0.50800000,0.51000000
9557,150030031021006,0.55400000,0.55000000
9558,150030103061005,0.50100000,0.50000000
9559,150039808001006,0.52300000,0.52000000
9560,150030113001006,0.18700000,0.19000000
9561,150030113004005,0.39600000,0.40000000
9562,150030103033025,0.37000000,0.37000000
9563,150030103031012,0.42200000,0.42000000
9564,150030105051010,0.27200000,0.27000000
9565,150030105051011,0.49600000,0.50000000
9566,150030105053004,0.39300000,0.39000000
9567,150030098021012,0.29900000,0.30000000
9568,150030098012004,0.49800000,0.50000000
9569,150030096082003,0.30900000,0.31000000
9570,150030096082008,0.28200000,0.28000000
9571,150030098012010,0.10100000,0.10000000
9572,150030098012006,0.14200000,0.14000000
9573,150039400023015,0.43900000,0.44000000
9574,150030096035013,0.24200000,0.24000000
9575,150030096081058,0.29800000,0.30000000
9576,150030096081033,0.24400000,0.24000000
9577,150030096081054,0.48000000,0.48000000
9578,150030096081065,0.49800000,0.50000000
9579,150030075031014,0.48400000,0.48000000
9580,150030075031023,0.48400000,0.48000000
9581,150030087012009,0.46200000,0.46000000
9582,150030087012016,0.41500000,0.42000000
9583,150030089182010,0.60800000,0.61000000
9584,150030089182008,0.62600000,0.63000000
9585,150030087014003,0.49500000,0.50000000
9586,150030089071004,0.49300000,0.49000000
9587,150030089071008,0.49400000,0.49000000
9588,150030086111007,0.16700000,0.17000000
9589,150030078101009,0.55300000,0.55000000
9590,150030077011019,0.50100000,0.50000000
9591,150030077022009,0.76700000,0.77000000
9592,150030075051012,0.49200000,0.49000000
9593,150030080051001,0.69900000,0.70000000
9594,150030034042000,0.52500000,0.52000000
9595,150030013002003,0.53800000,0.54000000
9596,150030013002005,0.53700000,0.54000000
9597,150030013002011,0.53700000,0.54000000
9598,150030013002002,0.53200000,0.53000000
9599,150030013002000,0.52400000,0.52000000
9600,150030010001003,0.61500000,0.62000000
9601,150030010001005,0.59000000,0.59000000
9602,150030012022004,0.53600000,0.54000000
9603,150030012022001,0.51100000,0.51000000
9604,150030015001012,0.44700000,0.45000000
9605,150030015001011,0.44700000,0.45000000
9606,150030003022004,0.34300000,0.34000000
9607,150030046001002,0.70900000,0.71000000
9608,150030056001019,0.52500000,0.52000000
9609,150030056001018,0.53000000,0.53000000
9610,150030068061002,0.42600000,0.43000000
9611,150030042001000,0.48300000,0.48000000
9612,150030067012012,0.43300000,0.43000000
9613,150030057001018,0.49700000,0.50000000
9614,150030070002018,0.48300000,0.48000000
9615,150039806001020,0.66400000,0.66000000
9616,150030094002007,0.33500000,0.34000000
9617,150030095072002,0.53400000,0.53000000
9618,150030095072007,0.51800000,0.52000000
9619,150030095071003,0.53000000,0.53000000
9620,150039807001057,0.34300000,0.34000000
9621,150030095012010,0.43700000,0.44000000
9622,150030093001001,0.53700000,0.54000000
9623,150030089181008,0.48400000,0.48000000
9624,150030089092002,0.48600000,0.49000000
9625,150030089092005,0.49200000,0.49000000
9626,150030089241011,0.10900000,0.11000000
9627,150030089203001,0.49200000,0.49000000
9628,150030089211007,0.47200000,0.47000000
9629,150030089211014,0.37000000,0.37000000
9630,150030089172014,0.46700000,0.47000000
9631,150030089231001,0.36000000,0.36000000
9632,150030089281006,0.49500000,0.50000000
9633,150030089301014,0.59700000,0.60000000
9634,150030089301004,0.63900000,0.64000000
9635,150030089292005,0.49400000,0.49000000
9636,150030075052016,0.49800000,0.50000000
9637,150030075052012,0.50900000,0.51000000
9638,150030075052009,0.49900000,0.50000000
9639,150030075052011,0.49900000,0.50000000
9640,150030074001148,0.49900000,0.50000000
9641,150030086142005,0.74800000,0.75000000
9642,150030089082004,0.45300000,0.45000000
9643,150030089082007,0.49400000,0.49000000
9644,150030089082005,0.38000000,0.38000000
9645,150030089201011,0.16500000,0.16000000
9646,150030044001019,0.53200000,0.53000000
9647,150030101004060,0.34100000,0.34000000
9648,150030095031021,0.51600000,0.52000000
9649,150030095031036,0.57600000,0.58000000
9650,150030095031038,0.49400000,0.49000000
9651,150030095031011,0.37000000,0.37000000
9652,150030092002000,0.68900000,0.69000000
9653,150030091002029,0.45400000,0.45000000
9654,150030091002048,0.24400000,0.24000000
9655,150030090001059,0.48400000,0.48000000
9656,150030090001039,0.41800000,0.42000000
9657,150030090001040,0.48800000,0.49000000
9658,150030090001069,0.46400000,0.46000000
9659,150030090001070,0.27500000,0.28000000
9660,150030090001027,0.39800000,0.40000000
9661,150030091002056,0.27000000,0.27000000
9662,150030086174015,0.41200000,0.41000000
9663,150030086174018,0.43400000,0.43000000
9664,150030084081009,0.28400000,0.28000000
9665,150030084081015,0.37000000,0.37000000
9666,150030084071021,0.44000000,0.44000000
9667,150030084071029,0.45900000,0.46000000
9668,150030084071007,0.42300000,0.42000000
9669,150030083022003,0.45900000,0.46000000
9670,150030087012015,0.40400000,0.40000000
9671,150030078052001,0.43100000,0.43000000
9672,150030078052014,0.46000000,0.46000000
9673,150030089172001,0.52900000,0.53000000
9674,150030089172004,0.56800000,0.57000000
9675,150030089172009,0.55700000,0.56000000
9676,150030084021006,0.31800000,0.32000000
9677,150030084021002,0.32700000,0.33000000
9678,150030075032026,0.46100000,0.46000000
9679,150030084061001,0.25200000,0.25000000
9680,150030085021188,0.32300000,0.32000000
9681,150030075021015,0.41800000,0.42000000
9682,150030084021000,0.27300000,0.27000000
9683,150030089251002,0.25500000,0.26000000
9684,150030084121004,0.47000000,0.47000000
9685,150030084121003,0.47300000,0.47000000
9686,150030089081001,0.45900000,0.46000000
9687,150030086091004,0.24400000,0.24000000
9688,150030089271015,0.47700000,0.48000000
9689,150030114001009,0.16200000,0.16000000
9690,150030074001129,0.43600000,0.44000000
9691,150030073022049,0.51000000,0.51000000
9692,150030074001055,0.36600000,0.37000000
9693,150030075061010,0.44200000,0.44000000
9694,150030075031000,0.48300000,0.48000000
9695,150030064022011,0.58600000,0.59000000
9696,150030064022019,0.60200000,0.60000000
9697,150030064022016,0.58200000,0.58000000
9698,150030046002001,0.50700000,0.51000000
9699,150030037002007,0.16800000,0.17000000
9700,150030037002025,0.49500000,0.50000000
9701,150030037002024,0.47200000,0.47000000
9702,150030040002004,0.43400000,0.43000000
9703,150030022022006,0.41500000,0.42000000
9704,150030020051001,0.47400000,0.47000000
9705,150030020051006,0.46600000,0.47000000
9706,150030022021003,0.37100000,0.37000000
9707,150030031011007,0.49700000,0.50000000
9708,150030060003004,0.52900000,0.53000000
9709,150030056001008,0.53000000,0.53000000
9710,150039400023012,0.35900000,0.36000000
9711,150030098012028,0.29900000,0.30000000
9712,150030074001143,0.45000000,0.45000000
9713,150030074001183,0.48800000,0.49000000
9714,150030086223013,0.35800000,0.36000000
9715,150030086061005,0.36500000,0.36000000
9716,150030086061006,0.27800000,0.28000000
9717,150030086062006,0.34500000,0.34000000
9718,150030086061010,0.33200000,0.33000000
9719,150030089242000,0.38400000,0.38000000
9720,150030077022002,0.52200000,0.52000000
9721,150030077022018,0.47800000,0.48000000
9722,150030084022008,0.41300000,0.41000000
9723,150030084022003,0.48500000,0.48000000
9724,150030084022012,0.41300000,0.41000000
9725,150030084022015,0.41400000,0.41000000
9726,150030084022001,0.37300000,0.37000000
9727,150030086142019,0.35500000,0.36000000
9728,150030004021002,0.39800000,0.40000000
9729,150030002001000,0.31700000,0.32000000
9730,150030037002012,0.45800000,0.46000000
9731,150030002005006,0.41100000,0.41000000
9732,150030019041002,0.42800000,0.43000000
9733,150030027013003,0.51500000,0.52000000
9734,150030027021019,0.52300000,0.52000000
9735,150030017002005,0.27900000,0.28000000
9736,150030017002004,0.28600000,0.29000000
9737,150030010001007,0.67900000,0.68000000
9738,150030109012015,0.41400000,0.41000000
9739,150030109012018,0.39000000,0.39000000
9740,150030107012003,0.51000000,0.51000000
9741,150030107012010,0.54100000,0.54000000
9742,150030111053002,0.42400000,0.42000000
9743,150030105032003,0.48300000,0.48000000
9744,150030105071021,0.62800000,0.63000000
9745,150030106013003,0.50000000,0.50000000
9746,150030106013002,0.51100000,0.51000000
9747,150030103033007,0.49200000,0.49000000
9748,150030103063004,0.53100000,0.53000000
9749,150030103053000,0.47500000,0.48000000
9750,150030109041004,0.48500000,0.48000000
9751,150030097041035,0.31400000,0.31000000
9752,150030098012040,0.09900000,0.10000000
9753,150030098012046,0.35600000,0.36000000
9754,150030097041051,0.37700000,0.38000000
9755,150030096081069,0.13400000,0.13000000
9756,150030096081067,0.32300000,0.32000000
9757,150030096081073,0.43700000,0.44000000
9758,150030096081171,0.36100000,0.36000000
9759,150030096081164,0.29300000,0.29000000
9760,150030097032033,0.34400000,0.34000000
9761,150030097031024,0.44600000,0.45000000
9762,150030097031008,0.46600000,0.47000000
9763,150030097031011,0.42300000,0.42000000
9764,150030080022009,0.51400000,0.51000000
9765,150030080022013,0.51500000,0.52000000
9766,150030080022015,0.52300000,0.52000000
9767,150030077023008,0.52200000,0.52000000
9768,150030077023013,0.51600000,0.52000000
9769,150030086147003,0.39600000,0.40000000
9770,150030086121021,0.38100000,0.38000000
9771,150030089211017,0.47300000,0.47000000
9772,150030080053007,0.57000000,0.57000000
9773,150030080062008,0.51000000,0.51000000
9774,150030080062007,0.53000000,0.53000000
9775,150030080062016,0.48200000,0.48000000
9776,150030086142032,0.09600000,0.10000000
9777,150030089081006,0.36900000,0.37000000
9778,150030089082002,0.47700000,0.48000000
9779,150030089082001,0.45500000,0.46000000
9780,150030067012005,0.39100000,0.39000000
9781,150030005004002,0.32600000,0.33000000
9782,150030046002003,0.40500000,0.40000000
9783,150030048003004,0.51100000,0.51000000
9784,150030048003006,0.51500000,0.52000000
9785,150030027021009,0.49700000,0.50000000
9786,150030027021022,0.49000000,0.49000000
9787,150030027021012,0.50100000,0.50000000
9788,150030061001005,0.49400000,0.49000000
9789,150030005002000,0.50500000,0.50000000
9790,150030005005005,0.50200000,0.50000000
9791,150030005005010,0.50100000,0.50000000
9792,150030005005014,0.49700000,0.50000000
9793,150030039001020,0.48700000,0.49000000
9794,150030011002003,0.45000000,0.45000000
9795,150030039001000,0.49400000,0.49000000
9796,150030066001070,0.47200000,0.47000000
9797,150030067021000,0.47000000,0.47000000
9798,150030010001000,0.62000000,0.62000000
9799,150030066001061,0.49600000,0.50000000
9800,150030046001000,0.41900000,0.42000000
9801,150030005001005,0.49800000,0.50000000
9802,150030057001024,0.47500000,0.48000000
9803,150030067013016,0.41600000,0.42000000
9804,150030023001000,0.50000000,0.50000000
9805,150030056004000,0.50600000,0.51000000
9806,150030045002000,0.53700000,0.54000000
9807,150030068043000,0.42900000,0.43000000
9808,150030106023000,0.43400000,0.43000000
9809,150030107012000,0.40700000,0.41000000
9810,150030108021009,0.29900000,0.30000000
9811,150030105031003,0.51600000,0.52000000
9812,150030105031000,0.60400000,0.60000000
9813,150039400012029,0.38700000,0.39000000
9814,150039400011000,0.12500000,0.12000000
9815,150030105071000,0.39300000,0.39000000
9816,150030091001014,0.54100000,0.54000000
9817,150030092003009,0.54400000,0.54000000
9818,150039806001015,0.32500000,0.32000000
9819,150039806001007,0.38200000,0.38000000
9820,150039806001005,0.41500000,0.42000000
9821,150039806001044,0.40200000,0.40000000
9822,150030094004001,0.44100000,0.44000000
9823,150030094004003,0.39300000,0.39000000
9824,150030094004004,0.42600000,0.43000000
9825,150030094002001,0.36200000,0.36000000
9826,150030085021122,0.35900000,0.36000000
9827,150030085021057,0.53700000,0.54000000
9828,150030085021095,0.46900000,0.47000000
9829,150030085021114,0.46400000,0.46000000
9830,150030086172013,0.28800000,0.29000000
9831,150030086172026,0.34200000,0.34000000
9832,150030086172030,0.32200000,0.32000000
9833,150030089091007,0.49800000,0.50000000
9834,150030089091012,0.49200000,0.49000000
9835,150030089091009,0.48400000,0.48000000
9836,150030089151005,0.29600000,0.30000000
9837,150030089063001,0.46700000,0.47000000
9838,150030089063003,0.46000000,0.46000000
9839,150030089182002,0.46000000,0.46000000
9840,150030075052010,0.49300000,0.49000000
9841,150030086142038,0.24200000,0.24000000
9842,150030089081007,0.35700000,0.36000000
9843,150030089081004,0.33500000,0.34000000
9844,150030089221001,0.25200000,0.25000000
9845,150030089221003,0.26400000,0.26000000
9846,150030063021006,0.52800000,0.53000000
9847,150030002004016,0.40300000,0.40000000
9848,150030003012000,0.40100000,0.40000000
9849,150030016001008,0.44200000,0.44000000
9850,150030064011005,0.48800000,0.49000000
9851,150030066001023,0.50600000,0.51000000
9852,150030066001020,0.48500000,0.48000000
9853,150030066001027,0.50800000,0.51000000
9854,150030001064001,0.41600000,0.42000000
9855,150030034051000,0.50800000,0.51000000
9856,150030036032001,0.53700000,0.54000000
9857,150030030002003,0.43500000,0.44000000
9858,150030030002004,0.44200000,0.44000000
9859,150030067011016,0.44100000,0.44000000
9860,150030008004002,0.50700000,0.51000000
9861,150030008004001,0.49800000,0.50000000
9862,150030057001050,0.33600000,0.34000000
9863,150030057001043,0.42000000,0.42000000
9864,150030034034004,0.49800000,0.50000000
9865,150030017001000,0.26100000,0.26000000
9866,150030030002002,0.43800000,0.44000000
9867,150030070003009,0.48900000,0.49000000
9868,150030038002010,0.40100000,0.40000000
9869,150030070002004,0.49900000,0.50000000
9870,150030021001000,0.51200000,0.51000000
9871,150030034034003,0.50200000,0.50000000
9872,150030069001005,0.49300000,0.49000000
9873,150030068042009,0.42800000,0.43000000
9874,150030068042007,0.43600000,0.44000000
9875,150030027012001,0.52000000,0.52000000
9876,150030070001017,0.43500000,0.44000000
9877,150030070002025,0.49600000,0.50000000
9878,150030066001066,0.42200000,0.42000000
9879,150030066001055,0.46700000,0.47000000
9880,150030105072001,0.48300000,0.48000000
9881,150030105071020,0.62800000,0.63000000
9882,150030103032040,0.52100000,0.52000000
9883,150039400012037,0.34900000,0.35000000
9884,150039400011008,0.15200000,0.15000000
9885,150039400011034,0.08800000,0.09000000
9886,150039400011046,0.43100000,0.43000000
9887,150030113004014,0.41400000,0.41000000
9888,150030103032039,0.50300000,0.50000000
9889,150030103032034,0.51200000,0.51000000
9890,150030103032009,0.60100000,0.60000000
9891,150030108011000,0.36100000,0.36000000
9892,150030094001004,0.49300000,0.49000000
9893,150030085021181,0.37900000,0.38000000
9894,150030085021039,0.43800000,0.44000000
9895,150030086111003,0.18300000,0.18000000
9896,150030086172025,0.34200000,0.34000000
9897,150030086172044,0.32400000,0.32000000
9898,150030086172011,0.31800000,0.32000000
9899,150030086172003,0.31800000,0.32000000
9900,150030059001008,0.53900000,0.54000000
9901,150030059001024,0.53400000,0.53000000
9902,150030060002013,0.53400000,0.53000000
9903,150039813001007,0.49300000,0.49000000
9904,150039813001004,0.48100000,0.48000000
9905,150039813001018,0.40600000,0.41000000
9906,150030071001038,0.42000000,0.42000000
9907,150030071001020,0.43400000,0.43000000
9908,150030102012012,0.35100000,0.35000000
9909,150030102023004,0.29400000,0.29000000
9910,150030002005008,0.38200000,0.38000000
9911,150030019032001,0.43800000,0.44000000
9912,150030103031016,0.26400000,0.26000000
9913,150039400012024,0.37200000,0.37000000
9914,150030103031009,0.37700000,0.38000000
9915,150030111042010,0.40300000,0.40000000
9916,150030111042012,0.47100000,0.47000000
9917,150039400012017,0.41100000,0.41000000
9918,150039400012019,0.54900000,0.55000000
9919,150030103033013,0.17900000,0.18000000
9920,150030109012008,0.32100000,0.32000000
9921,150030057001035,0.27200000,0.27000000
9922,150030069001027,0.49700000,0.50000000
9923,150030069001025,0.49900000,0.50000000
9924,150030068022005,0.48200000,0.48000000
9925,150030066001041,0.46600000,0.47000000
9926,150030066001052,0.51800000,0.52000000
9927,150030066001069,0.43000000,0.43000000
9928,150030035012003,0.49800000,0.50000000
9929,150030035012004,0.51800000,0.52000000
9930,150030102011002,0.22600000,0.23000000
9931,150030101004036,0.30300000,0.30000000
9932,150030112012002,0.32600000,0.33000000
9933,150030112012010,0.45400000,0.45000000
9934,150030113001005,0.34200000,0.34000000
9935,150030111031008,0.43700000,0.44000000
9936,150030111031007,0.35700000,0.36000000
9937,150030111031011,0.43600000,0.44000000
9938,150030111043008,0.46800000,0.47000000
9939,150030111043009,0.45100000,0.45000000
9940,150030105031010,0.50600000,0.51000000
9941,150030108021047,0.24100000,0.24000000
9942,150030106012004,0.50700000,0.51000000
9943,150030085021061,0.45800000,0.46000000
9944,150030085021066,0.43400000,0.43000000
9945,150030085021063,0.37600000,0.38000000
9946,150030086142034,0.22700000,0.23000000
9947,150030075053005,0.51800000,0.52000000
9948,150030089253008,0.47100000,0.47000000
9949,150030075021040,0.51200000,0.51000000
9950,150030080012005,0.47200000,0.47000000
9951,150030078112000,0.41500000,0.42000000
9952,150030085021049,0.39300000,0.39000000
9953,150030114001035,0.15600000,0.16000000
9954,150030073022026,0.47700000,0.48000000
9955,150030114003018,0.32200000,0.32000000
9956,150030114003009,0.36000000,0.36000000
9957,150030114001055,0.15000000,0.15000000
9958,150030073022012,0.48500000,0.48000000
9959,150030089142000,0.42200000,0.42000000
9960,150030085021037,0.42900000,0.43000000
9961,150030089241030,0.27800000,0.28000000
9962,150030074001101,0.49400000,0.49000000
9963,150030073022036,0.44500000,0.44000000
9964,150030084061002,0.17800000,0.18000000
9965,150030089271011,0.41800000,0.42000000
9966,150030056003011,0.53000000,0.53000000
9967,150030048004013,0.50500000,0.50000000
9968,150030046003008,0.51500000,0.52000000
9969,150030045002005,0.46500000,0.46000000
9970,150030064022008,0.61500000,0.62000000
9971,150030064022007,0.59100000,0.59000000
9972,150030064022012,0.54900000,0.55000000
9973,150030056002001,0.52400000,0.52000000
9974,150030069002008,0.49800000,0.50000000
9975,150030047002003,0.60200000,0.60000000
9976,150030047002007,0.66500000,0.66000000
9977,150030047002004,0.61700000,0.62000000
9978,150030056004007,0.50900000,0.51000000
9979,150030056004011,0.52000000,0.52000000
9980,150030057001011,0.54300000,0.54000000
9981,150030057001012,0.53000000,0.53000000
9982,150030109032004,0.47600000,0.48000000
9983,150030109031010,0.45400000,0.45000000
9984,150030103081002,0.47800000,0.48000000
9985,150030103081004,0.49500000,0.50000000
9986,150030103081006,0.48400000,0.48000000
9987,150030103081007,0.49000000,0.49000000
9988,150030103081000,0.50700000,0.51000000
9989,150030103083006,0.46400000,0.46000000
9990,150030103083007,0.49500000,0.50000000
9991,150030105043001,0.47900000,0.48000000
9992,150030103062006,0.46600000,0.47000000
9993,150030103062009,0.52000000,0.52000000
9994,150030111064003,0.43800000,0.44000000
9995,150039807001023,0.47100000,0.47000000
9996,150039807001006,0.67100000,0.67000000
9997,150030091002014,0.48500000,0.48000000
9998,150030091002015,0.42600000,0.43000000
9999,150030091002008,0.54900000,0.55000000
10000,150030095041000,0.45200000,0.45000000
10001,150030090001011,0.39500000,0.40000000
10002,150030095021000,0.46100000,0.46000000
10003,150030090001000,0.41800000,0.42000000
10004,150039807001000,0.47700000,0.48000000
10005,150030087011001,0.45700000,0.46000000
10006,150030078052003,0.45000000,0.45000000
10007,150030078052008,0.52700000,0.53000000
10008,150030078081012,0.34400000,0.34000000
10009,150030074001044,0.27100000,0.27000000
10010,150030074001011,0.40700000,0.41000000
10011,150030115002002,0.33700000,0.34000000
10012,150030084071012,0.49000000,0.49000000
10013,150030089224000,0.40900000,0.41000000
10014,150030074001198,0.23800000,0.24000000
10015,150030074001205,0.27300000,0.27000000
10016,150030074001189,0.22400000,0.22000000
10017,150030074001216,0.29200000,0.29000000
10018,150030086149016,0.13200000,0.13000000
10019,150030086063004,0.19300000,0.19000000
10020,150030083011098,0.50600000,0.51000000
10021,150030031021010,0.54100000,0.54000000
10022,150030031021005,0.56300000,0.56000000
10023,150030025001007,0.53700000,0.54000000
10024,150030025001002,0.50600000,0.51000000
10025,150030025001012,0.50100000,0.50000000
10026,150030030002014,0.47700000,0.48000000
10027,150030030002016,0.48000000,0.48000000
10028,150030034071004,0.51500000,0.52000000
10029,150030011002006,0.58900000,0.59000000
10030,150030029001011,0.51800000,0.52000000
10031,150030034043000,0.48900000,0.49000000
10032,150030031012001,0.48400000,0.48000000
10033,150030031012002,0.47100000,0.47000000
10034,150030026002004,0.52700000,0.53000000
10035,150030112013001,0.22700000,0.23000000
10036,150030112012007,0.49600000,0.50000000
10037,150030112012008,0.48900000,0.49000000
10038,150030112012001,0.45500000,0.46000000
10039,150030103082012,0.46100000,0.46000000
10040,150030103082008,0.55400000,0.55000000
10041,150030113001024,0.34000000,0.34000000
10042,150030107011008,0.32800000,0.33000000
10043,150030107011013,0.34600000,0.35000000
10044,150030108021040,0.45400000,0.45000000
10045,150030096081085,0.10600000,0.11000000
10046,150030096081150,0.31400000,0.31000000
10047,150030096032001,0.24500000,0.24000000
10048,150030096033005,0.35500000,0.36000000
10049,150030096034003,0.30100000,0.30000000
10050,150030096034012,0.30700000,0.31000000
