OBJECTID,CensusBlock,SURFACEROUGHNESS,SRIndex
1,150010202021065,0.57300000,0.57000000
2,150010202021186,0.22000000,0.22000000
3,150010203001021,0.54000000,0.54000000
4,150010208011028,0.35500000,0.36000000
5,150010206004063,0.59400000,0.59000000
6,150010202022035,0.30600000,0.31000000
7,150010202022040,0.38200000,0.38000000
8,150010202021123,0.22400000,0.22000000
9,150010206002066,0.41600000,0.42000000
10,150010206002059,0.42600000,0.43000000
11,150010205004002,0.44700000,0.45000000
12,150010208011009,0.37700000,0.38000000
13,150010212021200,0.25700000,0.26000000
14,150010212021213,0.22600000,0.23000000
15,150010212021382,0.23600000,0.24000000
16,150010212021212,0.36700000,0.37000000
17,150010212021192,0.20400000,0.20000000
18,150010212021015,0.40500000,0.40000000
19,150010212021386,0.69500000,0.70000000
20,150010212021030,0.19500000,0.20000000
21,150010212021385,0.60400000,0.60000000
22,150010212021026,0.34800000,0.35000000
23,150010212021116,0.02200000,0.03000000
24,150010221021114,0.28300000,0.28000000
25,150010221022037,0.29400000,0.29000000
26,150010221022035,0.31000000,0.31000000
27,150010221022032,0.15500000,0.16000000
28,150010221021168,0.19300000,0.19000000
29,150010221021523,0.14600000,0.15000000
30,150010221021197,0.07000000,0.07000000
31,150010221021205,0.16600000,0.17000000
32,150010221021178,0.06200000,0.06000000
33,150010221021349,0.10800000,0.11000000
34,150010216015009,0.38900000,0.39000000
35,150010216041007,0.21900000,0.22000000
36,150010215093014,0.35600000,0.36000000
37,150010215073009,0.34800000,0.35000000
38,150010215071033,0.20400000,0.20000000
39,150010215071021,0.22100000,0.22000000
40,150010215071066,0.10100000,0.10000000
41,150010215071071,0.12200000,0.12000000
42,150010215071139,0.10000000,0.10000000
43,150010215071024,0.19300000,0.19000000
44,150010215042114,0.35900000,0.36000000
45,150010215092015,0.20700000,0.21000000
46,150010216044015,0.28700000,0.29000000
47,150010215022044,0.43800000,0.44000000
48,150010215073019,0.20200000,0.20000000
49,150010201004002,0.35100000,0.35000000
50,150010201004035,0.43500000,0.44000000
51,150010201001344,0.15000000,0.15000000
52,150010201001359,0.25800000,0.26000000
53,150010201001367,0.11700000,0.12000000
54,150010201001078,0.16200000,0.16000000
55,150010201001098,0.08700000,0.09000000
56,150010201002073,0.24000000,0.24000000
57,150010201003098,0.20600000,0.21000000
58,150010201003039,0.09900000,0.10000000
59,150010201001068,0.12500000,0.12000000
60,150010201001110,0.08200000,0.08000000
61,150010201001129,0.22100000,0.22000000
62,150010201003117,0.31200000,0.31000000
63,150010201003009,0.37800000,0.38000000
64,150010201003124,0.38200000,0.38000000
65,150010209002002,0.39800000,0.40000000
66,150010209002008,0.43200000,0.43000000
67,150010209003008,0.35300000,0.35000000
68,150010203002002,0.24500000,0.24000000
69,150010208021009,0.53300000,0.53000000
70,150010206002055,0.46700000,0.47000000
71,150010206002006,0.34600000,0.35000000
72,150010207011019,0.44300000,0.44000000
73,150010205004015,0.53700000,0.54000000
74,150010209001004,0.58000000,0.58000000
75,150010204003002,0.48300000,0.48000000
76,150010205005018,0.58500000,0.58000000
77,150010205003012,0.51700000,0.52000000
78,150010205002001,0.49000000,0.49000000
79,150010204002011,0.51900000,0.52000000
80,150010204003006,0.52500000,0.52000000
81,150010212021019,0.35400000,0.35000000
82,150010212021012,0.50500000,0.50000000
83,150010212021125,0.09800000,0.10000000
84,150010212021131,0.08300000,0.08000000
85,150010212023147,0.42400000,0.42000000
86,150010212022641,0.18500000,0.18000000
87,150010212022646,0.15900000,0.16000000
88,150010212022443,0.16900000,0.17000000
89,150010212022486,0.16900000,0.17000000
90,150010212022496,0.16800000,0.17000000
91,150010212022671,0.16000000,0.16000000
92,150010212022647,0.18600000,0.19000000
93,150010212022670,0.17700000,0.18000000
94,150010212022483,0.18100000,0.18000000
95,150010212022614,0.18800000,0.19000000
96,150010212022666,0.16700000,0.17000000
97,150010212022665,0.16800000,0.17000000
98,150010212022618,0.17900000,0.18000000
99,150010212022445,0.18700000,0.19000000
100,150010212022406,0.12400000,0.12000000
101,150010210101007,0.61300000,0.61000000
102,150010210101107,0.65500000,0.66000000
103,150010210102049,0.60800000,0.61000000
104,150010210111009,0.63200000,0.63000000
105,150010210111050,0.55900000,0.56000000
106,150010210111014,0.56100000,0.56000000
107,150010210111039,0.61900000,0.62000000
108,150010210112018,0.75300000,0.75000000
109,150010210111078,0.34900000,0.35000000
110,150010210111004,0.43600000,0.44000000
111,150010210102086,0.58400000,0.58000000
112,150010210112032,0.48300000,0.48000000
113,150010210112014,0.70800000,0.71000000
114,150010210103056,0.47300000,0.47000000
115,150010215071144,0.38000000,0.38000000
116,150010216013001,0.31700000,0.32000000
117,150010215021044,0.38100000,0.38000000
118,150010215041005,0.41000000,0.41000000
119,150010215022032,0.09300000,0.09000000
120,150010216044031,0.31400000,0.31000000
121,150010216044017,0.42700000,0.43000000
122,150010215022018,0.46900000,0.47000000
123,150010215092012,0.26400000,0.26000000
124,150010216044021,0.40100000,0.40000000
125,150010216045003,0.41500000,0.42000000
126,150010211011064,0.64800000,0.65000000
127,150010211061034,0.40900000,0.41000000
128,150010211061018,0.42900000,0.43000000
129,150010211061005,0.45900000,0.46000000
130,150010211064138,0.46200000,0.46000000
131,150010211064008,0.64200000,0.64000000
132,150010211061040,0.42100000,0.42000000
133,150010211061060,0.42100000,0.42000000
134,150010211011023,0.58400000,0.58000000
135,150010211012045,0.25800000,0.26000000
136,150010211011065,0.45200000,0.45000000
137,150010211012001,0.14000000,0.14000000
138,150010211064052,0.14600000,0.15000000
139,150010211012020,0.31800000,0.32000000
140,150010211061036,0.27100000,0.27000000
141,150010211063051,0.47600000,0.48000000
142,150010211062007,0.54400000,0.54000000
143,150010211063018,0.47900000,0.48000000
144,150010213002047,0.32200000,0.32000000
145,150010213001070,0.36000000,0.36000000
146,150010213001081,0.27800000,0.28000000
147,150010213001157,0.06300000,0.06000000
148,150010214021021,0.10500000,0.10000000
149,150010214021026,0.14000000,0.14000000
150,150010214021069,0.16000000,0.16000000
151,150010214022010,0.12000000,0.12000000
152,150010214021038,0.16100000,0.16000000
153,150010214021059,0.18500000,0.18000000
154,150010214021049,0.19600000,0.20000000
155,150010214021081,0.19400000,0.19000000
156,150010213001110,0.16400000,0.16000000
157,150010213001016,0.12200000,0.12000000
158,150010214021074,0.16100000,0.16000000
159,150010213001029,0.21200000,0.21000000
160,150010214023006,0.26500000,0.26000000
161,150010212022248,0.20100000,0.20000000
162,150010212022225,0.24100000,0.24000000
163,150010212022224,0.11600000,0.12000000
164,150010212022319,0.07800000,0.08000000
165,150010212022256,0.16500000,0.16000000
166,150010212022323,0.12100000,0.12000000
167,150010212022283,0.14900000,0.15000000
168,150010212022274,0.08800000,0.09000000
169,150010212022287,0.19400000,0.19000000
170,150010212022288,0.35000000,0.35000000
171,150010212022380,0.05600000,0.06000000
172,150010212022351,0.08200000,0.08000000
173,150010212022354,0.07600000,0.08000000
174,150010212022360,0.11500000,0.12000000
175,150010212022343,0.08800000,0.09000000
176,150010212024076,0.28300000,0.28000000
177,150010212024090,0.10000000,0.10000000
178,150010210132030,0.22500000,0.22000000
179,150010210051017,0.16000000,0.16000000
180,150010210132061,0.17800000,0.18000000
181,150010210103051,0.20400000,0.20000000
182,150010210103036,0.34600000,0.35000000
183,150010210103023,0.27900000,0.28000000
184,150010210133005,0.23700000,0.24000000
185,150010210131288,0.38400000,0.38000000
186,150010210032007,0.34800000,0.35000000
187,150010215073005,0.21200000,0.21000000
188,150010215042051,0.09400000,0.09000000
189,150010215021010,0.12300000,0.12000000
190,150010215022009,0.10400000,0.10000000
191,150010215022011,0.30000000,0.30000000
192,150010216014014,0.27900000,0.28000000
193,150010215041009,0.45300000,0.45000000
194,150010216015026,0.38500000,0.38000000
195,150010216013009,0.17800000,0.18000000
196,150010216012004,0.35900000,0.36000000
197,150010215073002,0.17100000,0.17000000
198,150010215042063,0.13500000,0.14000000
199,150010215073016,0.33400000,0.33000000
200,150010216014007,0.27200000,0.27000000
201,150010201002197,0.09400000,0.09000000
202,150010201002196,0.12200000,0.12000000
203,150010201002017,0.63200000,0.63000000
204,150010201002148,0.13500000,0.14000000
205,150010201002151,0.37200000,0.37000000
206,150010201002152,0.22600000,0.23000000
207,150010201002154,0.28500000,0.28000000
208,150010201002201,0.23300000,0.23000000
209,150010201002177,0.08900000,0.09000000
210,150010212022275,0.09500000,0.10000000
211,150010212024004,0.10700000,0.11000000
212,150010212022302,0.05600000,0.06000000
213,150010212022379,0.08600000,0.09000000
214,150010212022378,0.07200000,0.07000000
215,150010212022362,0.05500000,0.06000000
216,150010212022350,0.07600000,0.08000000
217,150010212022313,0.17900000,0.18000000
218,150010212022251,0.08600000,0.09000000
219,150010212022108,0.63900000,0.64000000
220,150010212021050,0.27400000,0.27000000
221,150010212021079,0.59800000,0.60000000
222,150010212021109,0.09400000,0.09000000
223,150010212021077,0.61500000,0.62000000
224,150010210132046,0.23000000,0.23000000
225,150010210133059,0.49300000,0.49000000
226,150010210133067,0.43700000,0.44000000
227,150010210132033,0.33200000,0.33000000
228,150010210132008,0.35200000,0.35000000
229,150010212021127,0.11900000,0.12000000
230,150010210033043,0.35000000,0.35000000
231,150010210033012,0.40700000,0.41000000
232,150010210131300,0.58800000,0.59000000
233,150010215092023,0.20600000,0.21000000
234,150010215042005,0.17900000,0.18000000
235,150010215093007,0.18900000,0.19000000
236,150010215091007,0.18400000,0.18000000
237,150010215022039,0.11600000,0.12000000
238,150010216013002,0.25900000,0.26000000
239,150010215042006,0.26900000,0.27000000
240,150010201002194,0.27200000,0.27000000
241,150010201002111,0.13200000,0.13000000
242,150010201002067,0.31900000,0.32000000
243,150010201002091,0.27800000,0.28000000
244,150010201002078,0.27000000,0.27000000
245,150010201002054,0.24500000,0.24000000
246,150010201002063,0.36300000,0.36000000
247,150010201002064,0.35600000,0.36000000
248,150010210054004,0.30700000,0.31000000
249,150010210054001,0.27700000,0.28000000
250,150010210052015,0.31900000,0.32000000
251,150010210031022,0.37500000,0.38000000
252,150010210031003,0.30000000,0.30000000
253,150010210102084,0.06900000,0.07000000
254,150010210102037,0.18600000,0.19000000
255,150010210102034,0.17800000,0.18000000
256,150010210031009,0.43400000,0.43000000
257,150010210032004,0.30400000,0.30000000
258,150010210033025,0.38000000,0.38000000
259,150010210103055,0.57800000,0.58000000
260,150010210102026,0.12500000,0.12000000
261,150010210102022,0.23400000,0.23000000
262,150010210112005,0.06500000,0.06000000
263,150010210112022,0.13600000,0.14000000
264,150010210133075,0.36200000,0.36000000
265,150010210133074,0.29200000,0.29000000
266,150010210133052,0.46400000,0.46000000
267,150010219021025,0.78100000,0.78000000
268,150010219021005,0.72700000,0.73000000
269,150010219021054,0.14000000,0.14000000
270,150010219021383,0.48600000,0.49000000
271,150010219021371,0.14600000,0.15000000
272,150010212022717,0.19800000,0.20000000
273,150010212024012,0.09900000,0.10000000
274,150010212022581,0.18000000,0.18000000
275,150010212022430,0.17500000,0.18000000
276,150010212022600,0.18300000,0.18000000
277,150010212022722,0.16500000,0.16000000
278,150010212022735,0.18000000,0.18000000
279,150010212022587,0.17700000,0.18000000
280,150010212022562,0.14700000,0.15000000
281,150010212023025,0.19200000,0.19000000
282,150010212023024,0.09300000,0.09000000
283,150010212023036,0.08800000,0.09000000
284,150010212023081,0.13800000,0.14000000
285,150010212023029,0.09700000,0.10000000
286,150010212021137,0.17300000,0.17000000
287,150010212021342,0.29200000,0.29000000
288,150010212021308,0.15500000,0.16000000
289,150010210133008,0.37500000,0.38000000
290,150010210131216,0.42700000,0.43000000
291,150010210101026,0.54300000,0.54000000
292,150010210102000,0.71600000,0.72000000
293,150010210111049,0.76000000,0.76000000
294,150010210132066,0.14300000,0.14000000
295,150010210054000,0.45700000,0.46000000
296,150010221021011,0.21100000,0.21000000
297,150010221021013,0.65600000,0.66000000
298,150010221021386,0.02300000,0.03000000
299,150010221021494,0.61800000,0.62000000
300,150010221021107,0.40800000,0.41000000
301,150010215073031,0.34100000,0.34000000
302,150010215071102,0.16900000,0.17000000
303,150010215042112,0.14800000,0.15000000
304,150010215091035,0.13300000,0.13000000
305,150010218004030,0.47500000,0.48000000
306,150010218002083,0.10900000,0.11000000
307,150010220002027,0.21800000,0.22000000
308,150010220001067,0.17700000,0.18000000
309,150010220001547,0.34800000,0.35000000
310,150010220002057,0.20400000,0.20000000
311,150010220002012,0.12800000,0.13000000
312,150010220001124,0.40100000,0.40000000
313,150010220001291,0.64600000,0.65000000
314,150010220001146,0.67000000,0.67000000
315,150010201001277,0.14300000,0.14000000
316,150010201001286,0.16300000,0.16000000
317,150010201001365,0.20800000,0.21000000
318,150010201001311,0.53600000,0.54000000
319,150010201001330,0.22200000,0.22000000
320,150010201001334,0.21900000,0.22000000
321,150010201001181,0.11500000,0.12000000
322,150010201001212,0.16800000,0.17000000
323,150010201001125,0.12500000,0.12000000
324,150010201001243,0.20500000,0.20000000
325,150010201003146,0.38900000,0.39000000
326,150010216015024,0.35100000,0.35000000
327,150010215093029,0.26300000,0.26000000
328,150010215092013,0.33900000,0.34000000
329,150010216044014,0.36400000,0.36000000
330,150010215042099,0.18400000,0.18000000
331,150010215071006,0.07100000,0.07000000
332,150010215021017,0.12100000,0.12000000
333,150010215093028,0.25800000,0.26000000
334,150010215042014,0.26900000,0.27000000
335,150010202022004,0.21600000,0.22000000
336,150010206002171,0.38600000,0.39000000
337,150010208011021,0.29200000,0.29000000
338,150010202021231,0.73800000,0.74000000
339,150010206001031,0.13900000,0.14000000
340,150010202022013,0.28000000,0.28000000
341,150010208022005,0.57700000,0.58000000
342,150010207021001,0.44000000,0.44000000
343,150010201002155,0.24400000,0.24000000
344,150010201002158,0.31600000,0.32000000
345,150010201002166,0.10900000,0.11000000
346,150010214021002,0.24800000,0.25000000
347,150010213002013,0.34700000,0.35000000
348,150010214023000,0.31500000,0.32000000
349,150010213002000,0.68100000,0.68000000
350,150010202021156,0.26500000,0.26000000
351,150010208024008,0.60400000,0.60000000
352,150010202021150,0.28800000,0.29000000
353,150010206002088,0.65800000,0.66000000
354,150010205005008,0.55300000,0.55000000
355,150010207012000,0.43500000,0.44000000
356,150010204001026,0.31700000,0.32000000
357,150010204004000,0.45900000,0.46000000
358,150010202021236,0.48000000,0.48000000
359,150010208011010,0.43100000,0.43000000
360,150010206004003,0.54000000,0.54000000
361,150010206002158,0.54300000,0.54000000
362,150010206004007,0.49500000,0.50000000
363,150010206002108,0.51800000,0.52000000
364,150010206002131,0.46100000,0.46000000
365,150010210111015,0.60900000,0.61000000
366,150010210132062,0.37000000,0.37000000
367,150010210111025,0.48000000,0.48000000
368,150010210103062,0.37700000,0.38000000
369,150010210102040,0.34700000,0.35000000
370,150010210103032,0.24100000,0.24000000
371,150010210103020,0.22600000,0.23000000
372,150010210103026,0.52800000,0.53000000
373,150010210032016,0.40300000,0.40000000
374,150010210032001,0.39000000,0.39000000
375,150010210032012,0.53700000,0.54000000
376,150010215092018,0.21200000,0.21000000
377,150010215022043,0.25100000,0.25000000
378,150010201001085,0.15100000,0.15000000
379,150010201001135,0.19100000,0.19000000
380,150010201001206,0.17700000,0.18000000
381,150010201001055,0.57000000,0.57000000
382,150010201001150,0.10600000,0.11000000
383,150010201001177,0.16500000,0.16000000
384,150010201001182,0.13900000,0.14000000
385,150010201001132,0.20700000,0.21000000
386,150010201001036,0.38500000,0.38000000
387,150010215071157,0.32400000,0.32000000
388,150010215071083,0.34200000,0.34000000
389,150010215071089,0.38100000,0.38000000
390,150010216011008,0.18600000,0.19000000
391,150010215042043,0.10700000,0.11000000
392,150010216011001,0.32000000,0.32000000
393,150010216015034,0.44100000,0.44000000
394,150010215042004,0.25000000,0.25000000
395,150010215091012,0.28600000,0.29000000
396,150010201001033,0.20400000,0.20000000
397,150010201001021,0.27800000,0.28000000
398,150010205003006,0.48200000,0.48000000
399,150010205003005,0.48800000,0.49000000
400,150010205004013,0.53600000,0.54000000
401,150010205003017,0.45800000,0.46000000
402,150010205002006,0.45100000,0.45000000
403,150010212022767,0.13500000,0.14000000
404,150010212022029,0.13000000,0.13000000
405,150010212022149,0.12200000,0.12000000
406,150010212022139,0.20000000,0.20000000
407,150010212022136,0.29500000,0.30000000
408,150010212022388,0.17700000,0.18000000
409,150010215073028,0.21200000,0.21000000
410,150010215073029,0.21100000,0.21000000
411,150010215042100,0.17900000,0.18000000
412,150010215021016,0.11600000,0.12000000
413,150010215041018,0.20300000,0.20000000
414,150010216013000,0.37800000,0.38000000
415,150010215042090,0.16200000,0.16000000
416,150010215042088,0.19000000,0.19000000
417,150010220001051,0.10800000,0.11000000
418,150010220001026,0.09400000,0.09000000
419,150010220001042,0.37900000,0.38000000
420,150010212022084,0.42900000,0.43000000
421,150010212022128,0.40700000,0.41000000
422,150010212022772,0.38200000,0.38000000
423,150010212022050,0.14400000,0.14000000
424,150010212021174,0.10300000,0.10000000
425,150010212022754,0.10600000,0.11000000
426,150010212022009,0.08100000,0.08000000
427,150010212022093,0.09900000,0.10000000
428,150010212022760,0.10100000,0.10000000
429,150010212022761,0.10000000,0.10000000
430,150010212022400,0.46300000,0.46000000
431,150010202021073,0.14900000,0.15000000
432,150010202021039,0.06000000,0.06000000
433,150010202021096,0.12800000,0.13000000
434,150010202021270,0.50200000,0.50000000
435,150010209003009,0.32100000,0.32000000
436,150010208011054,0.51400000,0.51000000
437,150010208011053,0.58700000,0.59000000
438,150010208011035,0.40400000,0.40000000
439,150010208011008,0.35900000,0.36000000
440,150010208011040,0.18500000,0.18000000
441,150010208011056,0.21400000,0.21000000
442,150010208011043,0.36100000,0.36000000
443,150010208011019,0.25000000,0.25000000
444,150010202021068,0.37900000,0.38000000
445,150010202021104,0.29300000,0.29000000
446,150010202021006,0.26800000,0.27000000
447,150010202021092,0.29400000,0.29000000
448,150010206003008,0.36600000,0.37000000
449,150010206003012,0.35900000,0.36000000
450,150010206003011,0.37500000,0.38000000
451,150010206003000,0.32000000,0.32000000
452,150010205002002,0.48800000,0.49000000
453,150010205001025,0.48600000,0.49000000
454,150010205004011,0.52400000,0.52000000
455,150010206002015,0.34400000,0.34000000
456,150010206004010,0.53400000,0.53000000
457,150010206002103,0.76200000,0.76000000
458,150010206002075,0.48600000,0.49000000
459,150010206004059,0.61100000,0.61000000
460,150010206002155,0.37900000,0.38000000
461,150010207021007,0.49900000,0.50000000
462,150010207021010,0.37600000,0.38000000
463,150010207022001,0.44300000,0.44000000
464,150010209001008,0.34700000,0.35000000
465,150010209003013,0.41500000,0.42000000
466,150010203003031,0.43200000,0.43000000
467,150010203002016,0.40100000,0.40000000
468,150010203002029,0.34500000,0.34000000
469,150010202021145,0.27300000,0.27000000
470,150010207011007,0.49600000,0.50000000
471,150010207023006,0.41200000,0.41000000
472,150010207013005,0.46000000,0.46000000
473,150010207011012,0.46000000,0.46000000
474,150010207011017,0.50500000,0.50000000
475,150010206004023,0.50500000,0.50000000
476,150010206004038,0.41900000,0.42000000
477,150010202021013,0.12200000,0.12000000
478,150010202021212,0.18500000,0.18000000
479,150010202022028,0.29900000,0.30000000
480,150010202022018,0.28100000,0.28000000
481,150010202022046,0.33200000,0.33000000
482,150010206002065,0.39100000,0.39000000
483,150010204002009,0.49700000,0.50000000
484,150010206001055,0.32200000,0.32000000
485,150010208024012,0.47900000,0.48000000
486,150010206002095,0.46600000,0.47000000
487,150010206002050,0.49300000,0.49000000
488,150010206002122,0.41200000,0.41000000
489,150010202021026,0.32100000,0.32000000
490,150010202021032,0.13300000,0.13000000
491,150010219021206,0.68900000,0.69000000
492,150010219021178,0.60600000,0.61000000
493,150010219021057,0.50000000,0.50000000
494,150010219021123,0.40800000,0.41000000
495,150010219021355,0.15600000,0.16000000
496,150010219021356,0.20700000,0.21000000
497,150010219021361,0.12200000,0.12000000
498,150010219021231,0.18600000,0.19000000
499,150010219021241,0.21300000,0.21000000
500,150010219021252,0.29500000,0.30000000
501,150010219021233,0.23600000,0.24000000
502,150010212021242,0.13800000,0.14000000
503,150010212021374,0.75500000,0.76000000
504,150010212021132,0.08900000,0.09000000
505,150010212021034,0.38800000,0.39000000
506,150010212021018,0.40000000,0.40000000
507,150010212021403,0.29500000,0.30000000
508,150010212021032,0.40400000,0.40000000
509,150010212022624,0.18600000,0.19000000
510,150010212022461,0.17200000,0.17000000
511,150010212022651,0.17200000,0.17000000
512,150010212022503,0.17300000,0.17000000
513,150010212022502,0.18200000,0.18000000
514,150010212022492,0.18000000,0.18000000
515,150010212022683,0.16900000,0.17000000
516,150010212022501,0.17200000,0.17000000
517,150010212022699,0.18200000,0.18000000
518,150010212022616,0.18100000,0.18000000
519,150010212022637,0.17600000,0.18000000
520,150010212022653,0.16300000,0.16000000
521,150010212022625,0.18700000,0.19000000
522,150010212022468,0.16900000,0.17000000
523,150010212021168,0.12000000,0.12000000
524,150010212023051,0.01900000,0.03000000
525,150010212021384,0.02100000,0.03000000
526,150010212022424,0.17500000,0.18000000
527,150010212021081,0.48000000,0.48000000
528,150010212022613,0.20600000,0.21000000
529,150010212022610,0.15300000,0.15000000
530,150010212022452,0.17600000,0.18000000
531,150010212022607,0.18300000,0.18000000
532,150010212022650,0.17600000,0.18000000
533,150010212024043,0.08100000,0.08000000
534,150010212023012,0.06500000,0.06000000
535,150010212023016,0.07300000,0.07000000
536,150010212021014,0.27200000,0.27000000
537,150010212022156,0.12200000,0.12000000
538,150010212022157,0.12200000,0.12000000
539,150010212023008,0.06800000,0.07000000
540,150010210111086,0.23300000,0.23000000
541,150010210111084,0.62000000,0.62000000
542,150010210111076,0.75700000,0.76000000
543,150010210131189,0.38900000,0.39000000
544,150010210111019,0.68500000,0.68000000
545,150010210111035,0.55700000,0.56000000
546,150010210111023,0.56700000,0.57000000
547,150010210111036,0.42800000,0.43000000
548,150010210111090,0.39900000,0.40000000
549,150010210111003,0.59700000,0.60000000
550,150010210112028,0.29000000,0.29000000
551,150010210111042,0.49900000,0.50000000
552,150010210111095,0.19800000,0.20000000
553,150010210101019,0.39200000,0.39000000
554,150010210102042,0.41900000,0.42000000
555,150010210103034,0.19400000,0.19000000
556,150010210103033,0.23000000,0.23000000
557,150010210102071,0.56000000,0.56000000
558,150010221021213,0.24800000,0.25000000
559,150010221021385,0.10600000,0.11000000
560,150010221021387,0.03900000,0.04000000
561,150010221021422,0.30800000,0.31000000
562,150010221021012,0.15500000,0.16000000
563,150010221021365,0.06900000,0.07000000
564,150010221021518,0.37900000,0.38000000
565,150010221021318,0.28200000,0.28000000
566,150010218001026,0.21400000,0.21000000
567,150010218002035,0.08400000,0.08000000
568,150010218002034,0.11300000,0.11000000
569,150010215072000,0.39800000,0.40000000
570,150010215042010,0.26000000,0.26000000
571,150010215042017,0.25800000,0.26000000
572,150010215071148,0.11200000,0.11000000
573,150010215071055,0.15900000,0.16000000
574,150010215042053,0.09800000,0.10000000
575,150010215042002,0.19500000,0.20000000
576,150010216042000,0.26800000,0.27000000
577,150010215092016,0.23900000,0.24000000
578,150010220001557,0.46700000,0.47000000
579,150010220001253,0.12300000,0.12000000
580,150010220001053,0.10500000,0.10000000
581,150010220001292,0.48400000,0.48000000
582,150010220001013,0.13500000,0.14000000
583,150010220001015,0.12900000,0.13000000
584,150010211064058,0.52400000,0.52000000
585,150010201004025,0.44300000,0.44000000
586,150010201002011,0.19000000,0.19000000
587,150010201002043,0.15000000,0.15000000
588,150010201002015,0.64100000,0.64000000
589,150010201002036,0.22700000,0.23000000
590,150010217022007,0.78700000,0.79000000
591,150010217022008,0.80000000,0.80000000
592,150010217044013,0.38900000,0.39000000
593,150010217044005,0.40500000,0.40000000
594,150010217023083,0.09500000,0.10000000
595,150010217041048,0.24800000,0.25000000
596,150010217022001,0.04700000,0.05000000
597,150010217022042,0.05100000,0.05000000
598,150010217023005,0.11600000,0.12000000
599,150010217041028,0.21500000,0.22000000
600,150010217042018,0.18100000,0.18000000
601,150010217021012,0.19200000,0.19000000
602,150010208022008,0.55700000,0.56000000
603,150010206002051,0.39300000,0.39000000
604,150010206002047,0.38400000,0.38000000
605,150010206002036,0.43800000,0.44000000
606,150010206002174,0.33900000,0.34000000
607,150010205001021,0.43400000,0.43000000
608,150010204001041,0.48400000,0.48000000
609,150010208012009,0.68200000,0.68000000
610,150010205004014,0.53200000,0.53000000
611,150010208022010,0.57000000,0.57000000
612,150010208011029,0.45200000,0.45000000
613,150010206001010,0.26100000,0.26000000
614,150010205001007,0.43900000,0.44000000
615,150010208022006,0.53400000,0.53000000
616,150010206004056,0.27600000,0.28000000
617,150010212021389,0.34200000,0.34000000
618,150010212022746,0.09400000,0.09000000
619,150010212022087,0.08400000,0.08000000
620,150010212022038,0.35100000,0.35000000
621,150010212022759,0.07900000,0.08000000
622,150010212022757,0.05800000,0.06000000
623,150010212022762,0.07900000,0.08000000
624,150010212022068,0.28500000,0.28000000
625,150010212021172,0.20800000,0.21000000
626,150010212021354,0.05900000,0.06000000
627,150010212021164,0.25400000,0.25000000
628,150010212021305,0.08700000,0.09000000
629,150010212022204,0.25400000,0.25000000
630,150010212021268,0.10100000,0.10000000
631,150010212021294,0.14500000,0.14000000
632,150010212021284,0.08900000,0.09000000
633,150010212021274,0.24400000,0.24000000
634,150010212021285,0.08500000,0.08000000
635,150010212021314,0.13100000,0.13000000
636,150010221021401,0.66400000,0.66000000
637,150010221021402,0.28600000,0.29000000
638,150010221021259,0.17200000,0.17000000
639,150010221021524,0.35700000,0.36000000
640,150010221021132,0.29800000,0.30000000
641,150010221021253,0.10600000,0.11000000
642,150010221021254,0.11900000,0.12000000
643,150010221021463,0.26500000,0.26000000
644,150010221021450,0.07700000,0.08000000
645,150010221021336,0.04400000,0.04000000
646,150010221021305,0.61700000,0.62000000
647,150010220002025,0.14900000,0.15000000
648,150010220001287,0.51700000,0.52000000
649,150010220001133,0.47700000,0.48000000
650,150010220001127,0.52600000,0.53000000
651,150010220001132,0.62000000,0.62000000
652,150010220001324,0.53500000,0.54000000
653,150010220001139,0.56300000,0.56000000
654,150010220001300,0.68000000,0.68000000
655,150010220001545,0.61500000,0.62000000
656,150010220001215,0.36700000,0.37000000
657,150010220001228,0.35400000,0.35000000
658,150010220001227,0.30400000,0.30000000
659,150010220001151,0.45300000,0.45000000
660,150010220001224,0.42000000,0.42000000
661,150010220001159,0.47300000,0.47000000
662,150010220001170,0.64000000,0.64000000
663,150010220001111,0.56600000,0.57000000
664,150010220001107,0.60900000,0.61000000
665,150010220001105,0.42900000,0.43000000
666,150010220002079,0.54600000,0.55000000
667,150010220001243,0.21000000,0.21000000
668,150010220001064,0.33900000,0.34000000
669,150010220001046,0.57600000,0.58000000
670,150010220001048,0.45900000,0.46000000
671,150010220001219,0.57100000,0.57000000
672,150010220001384,0.10900000,0.11000000
673,150010220001329,0.11300000,0.11000000
674,150010220001337,0.12400000,0.12000000
675,150010220001321,0.12100000,0.12000000
676,150010220001499,0.10500000,0.10000000
677,150010211062045,0.47200000,0.47000000
678,150010211062075,0.48000000,0.48000000
679,150010211064027,0.48700000,0.49000000
680,150010211064109,0.51300000,0.51000000
681,150010211064017,0.58200000,0.58000000
682,150010211064107,0.50800000,0.51000000
683,150010211064108,0.51300000,0.51000000
684,150010211064031,0.37600000,0.38000000
685,150010211064035,0.50000000,0.50000000
686,150010211064085,0.40600000,0.41000000
687,150010211064006,0.46800000,0.47000000
688,150010211064114,0.53600000,0.54000000
689,150010211064077,0.48400000,0.48000000
690,150010211062028,0.30900000,0.31000000
691,150010211063026,0.36700000,0.37000000
692,150010211012005,0.34500000,0.34000000
693,150010211012007,0.41000000,0.41000000
694,150010211011029,0.60900000,0.61000000
695,150010211062066,0.41300000,0.41000000
696,150010211064064,0.66700000,0.67000000
697,150010211062061,0.24700000,0.25000000
698,150010211064062,0.53800000,0.54000000
